,Price,UPC,Banner,Region
7970,18.91,617543188,Walmart,Texas
7971,18.6,826114350,Walmart,Texas
7972,17.16,876226151,Walmart,Texas
7973,27.71,839680734,Walmart,Texas
7974,53.14,986134213,Walmart,Texas
7975,49.17,176351627,Walmart,Texas
7976,50.94,357064541,Walmart,Texas
7977,9.94,994344572,Walmart,Texas
7978,12.77,643610475,Walmart,Texas
7979,4.64,383194572,Walmart,Texas
7980,11.15,44385546,Walmart,Texas
7981,46.51,79218866,Walmart,Texas
7982,49.02,955026913,Walmart,Texas
7983,13.25,125829867,Walmart,Texas
7984,50.83,917901226,Walmart,Texas
7985,46.92,849425547,Walmart,Texas
7986,27.17,812264326,Walmart,Texas
7987,51.75,436491453,Walmart,Texas
7988,25.87,843645850,Walmart,Texas
7989,24.0,685715810,Walmart,Texas
7990,48.2,970617307,Walmart,Texas
7991,54.06,873270447,Walmart,Texas
7992,1.87,888354959,Walmart,Texas
7993,41.41,904714463,Walmart,Texas
7994,9.81,26791818,Walmart,Texas
7995,10.03,62068892,Walmart,Texas
7996,47.16,405684153,Walmart,Texas
7997,7.23,529559570,Walmart,Texas
7998,31.84,189054973,Walmart,Texas
7999,30.96,964715239,Walmart,Texas
8000,22.42,576244412,Walmart,Texas
8001,34.31,988776021,Walmart,Texas
8002,0.97,278739906,Walmart,Texas
8003,15.64,496444498,Walmart,Texas
8004,38.72,193724353,Walmart,Texas
8005,3.25,376311065,Walmart,Texas
8006,31.66,403149940,Walmart,Texas
8007,11.65,634830299,Walmart,Texas
8008,8.84,565170341,Walmart,Texas
8009,48.26,83141336,Walmart,Texas
8010,29.81,545133835,Walmart,Texas
8011,52.31,495847520,Walmart,Texas
8012,41.54,870595943,Walmart,Texas
8013,33.95,474794200,Walmart,Texas
8014,10.12,849299370,Walmart,Texas
8015,44.74,145210517,Walmart,Texas
8016,51.07,65837987,Walmart,Texas
8017,13.34,574169049,Walmart,Texas
8018,18.21,124052151,Walmart,Texas
8019,36.91,995745822,Walmart,Texas
8020,8.47,768628469,Walmart,Texas
8021,14.96,333868779,Walmart,Texas
8022,53.37,377365657,Walmart,Texas
8023,26.24,416414679,Walmart,Texas
8024,30.41,785234168,Walmart,Texas
8025,34.23,221349675,Walmart,Texas
8026,33.55,161725486,Walmart,Texas
8027,45.72,406039511,Walmart,Texas
8028,24.73,481217425,Walmart,Texas
8029,52.76,254804864,Walmart,Texas
8030,4.37,778682895,Walmart,Texas
8031,50.95,227818213,Walmart,Texas
8032,27.35,500505797,Walmart,Texas
8033,25.5,953126270,Walmart,Texas
8034,18.57,678675568,Walmart,Texas
8035,14.86,896974529,Walmart,Texas
8036,44.65,749133422,Walmart,Texas
8037,11.83,387815880,Walmart,Texas
8038,46.51,86262532,Walmart,Texas
8039,30.61,743414051,Walmart,Texas
8040,19.83,827352822,Walmart,Texas
8041,6.31,647962512,Walmart,Texas
8042,43.9,337353166,Walmart,Texas
8043,10.67,98164748,Walmart,Texas
8044,52.21,121620235,Walmart,Texas
8045,28.86,440309024,Walmart,Texas
8046,18.31,557031026,Walmart,Texas
8047,10.57,835966795,Walmart,Texas
8048,24.24,774949377,Walmart,Texas
8049,25.76,832713642,Walmart,Texas
8050,23.66,894150291,Walmart,Texas
8051,47.64,820540489,Walmart,Texas
8052,37.91,258597638,Walmart,Texas
8053,35.85,536411687,Walmart,Texas
8054,36.11,514912132,Walmart,Texas
8055,34.26,503966459,Walmart,Texas
8056,14.23,907400779,Walmart,Texas
8057,33.12,998831540,Walmart,Texas
8058,9.3,120290503,Walmart,Texas
8059,25.13,518047270,Walmart,Texas
8060,19.47,447858500,Walmart,Texas
8061,33.36,554753210,Walmart,Texas
8062,24.95,217512347,Walmart,Texas
8063,26.64,16900911,Walmart,Texas
8064,47.34,801329171,Walmart,Texas
8065,26.64,171858013,Walmart,Texas
8066,12.66,251180255,Walmart,Texas
8067,1.8,606513778,Walmart,Texas
8068,41.56,146021511,Walmart,Texas
8069,16.3,538593323,Walmart,Texas
8070,33.94,583297806,Walmart,Texas
8071,4.75,11873171,Walmart,Texas
8072,3.66,554693845,Walmart,Texas
8073,4.7,659422945,Walmart,Texas
8074,14.74,418444428,Walmart,Texas
8075,22.17,627416688,Walmart,Texas
8076,39.04,514730047,Walmart,Texas
8077,19.21,480476230,Walmart,Texas
8078,20.54,105664025,Walmart,Texas
8079,35.37,38399923,Walmart,Texas
8080,22.32,365630841,Walmart,Texas
8081,8.55,740420827,Walmart,Texas
8082,30.35,829968022,Walmart,Texas
8083,15.96,144575642,Walmart,Texas
8084,51.4,295208432,Walmart,Texas
8085,20.16,110497121,Walmart,Texas
8086,2.33,302256456,Walmart,Texas
8087,13.71,25023603,Walmart,Texas
8088,41.86,958465158,Walmart,Texas
8089,22.77,376153383,Walmart,Texas
8090,18.74,220433295,Walmart,Texas
8091,33.94,958194401,Walmart,Texas
8092,49.42,284293391,Walmart,Texas
8093,28.07,228591095,Walmart,Texas
8094,35.55,310210791,Walmart,Texas
8095,11.92,60042797,Walmart,Texas
8096,12.42,278001228,Walmart,Texas
8097,54.34,421176959,Walmart,Texas
8098,41.05,813117592,Walmart,Texas
8099,51.13,818139689,Walmart,Texas
8100,14.35,110354720,Walmart,Texas
8101,8.75,579355486,Walmart,Texas
8102,6.37,838729004,Walmart,Texas
8103,36.97,152181269,Walmart,Texas
8104,51.23,714138116,Walmart,Texas
8105,52.43,876898615,Walmart,Texas
8106,30.2,454788216,Walmart,Texas
8107,53.84,160430177,Walmart,Texas
8108,35.41,854985252,Walmart,Texas
8109,31.64,73544548,Walmart,Texas
8110,51.7,773828271,Walmart,Texas
8111,36.97,414105716,Walmart,Texas
8112,46.41,505307561,Walmart,Texas
8113,49.83,827980895,Walmart,Texas
8114,24.26,488091787,Walmart,Texas
8115,1.8,285638116,Walmart,Texas
8116,17.26,308185637,Walmart,Texas
8117,24.93,154602616,Walmart,Texas
8118,28.6,915191199,Walmart,Texas
8119,50.82,582451335,Walmart,Texas
8120,12.16,142231691,Walmart,Texas
8121,12.44,375993782,Walmart,Texas
8122,24.62,574404121,Walmart,Texas
8123,18.27,588225773,Walmart,Texas
8124,38.66,783899410,Walmart,Texas
8125,1.86,60168857,Walmart,Texas
8126,4.03,488377803,Walmart,Texas
8127,37.14,947534594,Walmart,Texas
8128,43.56,62563085,Walmart,Texas
8129,34.32,827898456,Walmart,Texas
8130,18.91,58785197,Walmart,Texas
8131,34.82,303748850,Walmart,Texas
8132,47.47,270412866,Walmart,Texas
8133,30.91,842968031,Walmart,Texas
8134,30.34,240879755,Walmart,Texas
8135,2.83,906234211,Walmart,Texas
8136,2.81,622287285,Walmart,Texas
8137,31.92,529968586,Walmart,Texas
8138,4.81,886012244,Walmart,Texas
8139,30.77,599921977,Walmart,Texas
8140,2.12,784408530,Walmart,Texas
8141,2.72,371212986,Walmart,Texas
8142,25.05,654081535,Walmart,Texas
8143,3.15,353556196,Walmart,Texas
8144,48.1,131820869,Walmart,Texas
8145,12.55,663501723,Walmart,Texas
8146,10.33,695599406,Walmart,Texas
8147,13.76,338728090,Walmart,Texas
8148,33.86,768547166,Walmart,Texas
8149,39.81,592298415,Walmart,Texas
8150,17.34,943281894,Walmart,Texas
8151,24.26,361415663,Walmart,Texas
8152,21.84,627807402,Walmart,Texas
8153,42.57,43366358,Walmart,Texas
8154,48.87,305207870,Walmart,Texas
8155,22.41,891797170,Walmart,Texas
8156,49.2,899956196,Walmart,Texas
8157,7.43,207648093,Walmart,Texas
8158,22.44,549109328,Walmart,Texas
8159,2.73,864093895,Walmart,Texas
8160,46.54,845893087,Walmart,Texas
8161,17.76,585091176,Walmart,Texas
8162,13.64,574010167,Walmart,Texas
8163,53.96,838460068,Walmart,Texas
8164,53.1,950498192,Walmart,Texas
8165,33.63,687061455,Walmart,Texas
8166,48.32,81313305,Walmart,Texas
8167,19.45,129232150,Walmart,Texas
8168,31.7,992105314,Walmart,Texas
8169,1.95,226080317,Walmart,Texas
8170,9.83,708247357,Walmart,Texas
8171,52.15,616240709,Walmart,Texas
8172,42.94,883647960,Walmart,Texas
8173,3.5,47174618,Walmart,Texas
8174,22.1,126967843,Walmart,Texas
8175,35.63,990258086,Walmart,Texas
8176,41.02,965370690,Walmart,Texas
8177,29.61,977134983,Walmart,Texas
8178,25.01,19982129,Walmart,Texas
8179,40.21,70324549,Walmart,Texas
8180,45.05,685061388,Walmart,Texas
8181,5.23,163383455,Walmart,Texas
8182,44.26,887149013,Walmart,Texas
8183,4.06,790066655,Walmart,Texas
8184,47.52,627831552,Walmart,Texas
8185,29.74,314756902,Walmart,Texas
8186,25.02,397250295,Walmart,Texas
8187,8.5,265077864,Walmart,Texas
8188,26.75,197321036,Walmart,Texas
8189,30.91,516205909,Walmart,Texas
8190,6.95,234070455,Walmart,Texas
8191,17.66,554043945,Walmart,Texas
8192,31.64,831054514,Walmart,Texas
8193,27.36,942541787,Walmart,Texas
8194,33.24,376851918,Walmart,Texas
8195,28.77,325885139,Walmart,Texas
8196,26.02,810777505,Walmart,Texas
8197,44.57,538783344,Walmart,Texas
8198,28.24,132458395,Walmart,Texas
8199,35.76,433536637,Walmart,Texas
8200,9.67,571896895,Walmart,Texas
8201,33.75,883713851,Walmart,Texas
8202,2.12,535529908,Walmart,Texas
8203,38.0,571419391,Walmart,Texas
8204,11.72,93351329,Walmart,Texas
8205,23.06,966125119,Walmart,Texas
8206,16.43,525505777,Walmart,Texas
8207,37.2,827631041,Walmart,Texas
8208,41.27,753436797,Walmart,Texas
8209,44.7,342897052,Walmart,Texas
8210,20.2,923314883,Walmart,Texas
8211,2.96,69037528,Walmart,Texas
8212,22.34,531197407,Walmart,Texas
8213,20.7,967167461,Walmart,Texas
8214,27.96,165559469,Walmart,Texas
8215,30.56,238441424,Walmart,Texas
8216,17.03,441168504,Walmart,Texas
8217,53.34,835193761,Walmart,Texas
8218,25.17,256779462,Walmart,Texas
8219,6.93,672429356,Walmart,Texas
8220,37.17,508453812,Walmart,Texas
8221,15.0,537045183,Walmart,Texas
8222,16.76,766810433,Walmart,Texas
8223,30.06,965083187,Walmart,Texas
8224,43.37,303530277,Walmart,Texas
8225,17.32,723906184,Walmart,Texas
8226,18.56,819121025,Walmart,Texas
8227,22.44,912415151,Walmart,Texas
8228,46.36,60912855,Walmart,Texas
8229,46.06,681789308,Walmart,Texas
8230,19.27,631749882,Walmart,Texas
8231,21.43,106918220,Walmart,Texas
8232,45.3,35072231,Walmart,Texas
8233,31.25,556223651,Walmart,Texas
8234,10.64,996849471,Walmart,Texas
8235,51.27,549838046,Walmart,Texas
8236,43.87,436463728,Walmart,Texas
8237,16.72,848007798,Walmart,Texas
8238,11.42,523773926,Walmart,Texas
8239,36.52,641701426,Walmart,Texas
8240,4.97,665091890,Walmart,Texas
8241,18.85,568480217,Walmart,Texas
8242,17.37,927693101,Walmart,Texas
8243,32.6,920526931,Walmart,Texas
8244,52.02,162045248,Walmart,Texas
8245,35.17,250622702,Walmart,Texas
8246,24.63,932864695,Walmart,Texas
8247,43.47,363461563,Walmart,Texas
8248,54.7,888666503,Walmart,Texas
8249,47.65,441404447,Walmart,Texas
8250,20.77,61278034,Walmart,Texas
8251,46.4,932170886,Walmart,Texas
8252,40.44,615706094,Walmart,Texas
8253,16.31,16482322,Walmart,Texas
8254,19.85,896138462,Walmart,Texas
8255,22.35,374144563,Walmart,Texas
8256,12.42,929137671,Walmart,Texas
8257,3.44,749696942,Walmart,Texas
8258,11.73,426909634,Walmart,Texas
8259,44.94,388544851,Walmart,Texas
8260,35.96,405988807,Walmart,Texas
8261,24.5,840138489,Walmart,Texas
8262,47.14,737234743,Walmart,Texas
8263,3.46,205698731,Walmart,Texas
8264,51.53,445250129,Walmart,Texas
8265,27.45,300970093,Walmart,Texas
8266,52.91,130318597,Walmart,Texas
8267,21.17,645331356,Walmart,Texas
8268,24.45,450309449,Walmart,Texas
8269,21.7,399409590,Walmart,Texas
8270,41.05,606279907,Walmart,Texas
8271,17.82,517769564,Walmart,Texas
8272,53.3,625438627,Walmart,Texas
8273,46.67,534498710,Walmart,Texas
8274,27.45,812183948,Walmart,Texas
8275,24.63,714768657,Walmart,Texas
8276,47.75,300702726,Walmart,Texas
8277,6.22,227635624,Walmart,Texas
8278,15.05,446836510,Walmart,Texas
8279,11.22,708419030,Walmart,Texas
8280,30.51,959211839,Walmart,Texas
8281,36.56,643891644,Walmart,Texas
8282,34.84,757501813,Walmart,Texas
8283,47.54,746763504,Walmart,Texas
8284,11.15,561425157,Walmart,Texas
8285,37.63,285195716,Walmart,Texas
8286,34.8,509419735,Walmart,Texas
8287,53.27,437067209,Walmart,Texas
8288,7.51,196407931,Walmart,Texas
8289,34.21,196109651,Walmart,Texas
8290,27.81,644874729,Walmart,Texas
8291,15.6,599052834,Walmart,Texas
8292,29.56,107865183,Walmart,Texas
8293,5.3,786293238,Walmart,Texas
8294,4.66,551067349,Walmart,Texas
8295,34.04,164485660,Walmart,Texas
8296,30.35,736362595,Walmart,Texas
8297,50.12,88576101,Walmart,Texas
8298,5.86,338863686,Walmart,Texas
8299,42.87,395790602,Walmart,Texas
8300,9.13,256906423,Walmart,Texas
8301,22.01,986041768,Walmart,Texas
8302,45.52,48013704,Walmart,Texas
8303,35.16,383193164,Walmart,Texas
8304,38.05,700311165,Walmart,Texas
8305,48.07,881311707,Walmart,Texas
8306,17.77,745216676,Walmart,Texas
8307,33.9,354716417,Walmart,Texas
8308,17.97,677674656,Walmart,Texas
8309,27.21,142252924,Walmart,Texas
8310,4.81,513172706,Walmart,Texas
8311,35.84,678530217,Walmart,Texas
8312,2.45,70848410,Walmart,Texas
8313,50.02,857067649,Walmart,Texas
8314,53.07,39408244,Walmart,Texas
8315,54.2,739430945,Walmart,Texas
8316,12.43,437172755,Walmart,Texas
8317,41.16,745790660,Walmart,Texas
8318,46.84,466810890,Walmart,Texas
8319,19.11,944430721,Walmart,Texas
8320,29.74,165254790,Walmart,Texas
8321,26.63,535286391,Walmart,Texas
8322,21.61,509056495,Walmart,Texas
8323,31.93,53317855,Walmart,Texas
8324,21.97,230451071,Walmart,Texas
8325,57.19,220677427,Trader Joes,Texas
8326,54.49,773828271,Trader Joes,Texas
8327,15.49,418444428,Trader Joes,Texas
8328,49.99,917100992,Trader Joes,Texas
8329,25.29,685715810,Trader Joes,Texas
8330,23.59,836817411,Trader Joes,Texas
8331,49.79,531867954,Trader Joes,Texas
8332,39.69,332996724,Trader Joes,Texas
8333,30.89,476935693,Trader Joes,Texas
8334,15.79,537045183,Trader Joes,Texas
8335,43.69,870595943,Trader Joes,Texas
8336,9.59,256906423,Trader Joes,Texas
8337,52.89,629512894,Trader Joes,Texas
8338,41.39,865020811,Trader Joes,Texas
8339,39.89,508604923,Trader Joes,Texas
8340,7.59,737000536,Trader Joes,Texas
8341,34.69,212886542,Trader Joes,Texas
8342,36.19,387431034,Trader Joes,Texas
8343,32.89,556223651,Trader Joes,Texas
8344,33.39,831054514,Trader Joes,Texas
8345,28.89,300970093,Trader Joes,Texas
8346,46.99,269161785,Trader Joes,Texas
8347,6.19,311625369,Trader Joes,Texas
8348,5.59,19696884,Trader Joes,Texas
8349,21.69,694669999,Trader Joes,Texas
8350,4.49,778682895,Trader Joes,Texas
8351,27.89,704505214,Trader Joes,Texas
8352,45.09,475245085,Trader Joes,Texas
8353,35.39,687061455,Trader Joes,Texas
8354,26.69,45509167,Trader Joes,Texas
8355,21.59,612017146,Trader Joes,Texas
8356,35.79,958194401,Trader Joes,Texas
8357,2.29,243131192,Trader Joes,Texas
8358,11.09,373413450,Trader Joes,Texas
8359,37.89,405988807,Trader Joes,Texas
8360,26.09,808976577,Trader Joes,Texas
8361,18.69,517769564,Trader Joes,Texas
8362,21.29,569684083,Trader Joes,Texas
8363,5.59,152398257,Trader Joes,Texas
8364,38.29,607409332,Trader Joes,Texas
8365,2.39,377295085,Trader Joes,Texas
8366,15.09,923891080,Trader Joes,Texas
8367,4.99,846637828,Trader Joes,Texas
8368,19.59,929338551,Trader Joes,Texas
8369,33.69,529968586,Trader Joes,Texas
8370,50.19,820540489,Trader Joes,Texas
8371,27.09,832713642,Trader Joes,Texas
8372,18.49,554043945,Trader Joes,Texas
8373,42.69,242743338,Trader Joes,Texas
8374,26.49,518047270,Trader Joes,Texas
8375,21.69,812817987,Trader Joes,Texas
8376,36.09,988776021,Trader Joes,Texas
8377,7.69,16729338,Trader Joes,Texas
8378,40.09,571419391,Trader Joes,Texas
8379,29.39,165559469,Trader Joes,Texas
8380,46.89,538783344,Trader Joes,Texas
8381,19.29,127821311,Trader Joes,Texas
8382,17.89,441168504,Trader Joes,Texas
8383,52.59,504139198,Trader Joes,Texas
8384,22.79,399409590,Trader Joes,Texas
8385,4.99,11873171,Trader Joes,Texas
8386,31.79,454788216,Trader Joes,Texas
8387,47.19,506754007,Trader Joes,Texas
8388,43.09,581614281,Trader Joes,Texas
8389,56.29,269567447,Trader Joes,Texas
8390,43.59,323385020,Trader Joes,Texas
8391,21.09,63494206,Trader Joes,Texas
8392,49.89,801329171,Trader Joes,Texas
8393,45.69,162356142,Trader Joes,Texas
8394,1.19,372268051,Trader Joes,Texas
8395,13.29,978164640,Trader Joes,Texas
8396,46.79,789649867,Trader Joes,Texas
8397,48.49,200253393,Trader Joes,Texas
8398,28.79,500505797,Trader Joes,Texas
8399,38.59,864892235,Trader Joes,Texas
8400,39.19,827631041,Trader Joes,Texas
8401,29.29,644874729,Trader Joes,Texas
8402,11.09,835966795,Trader Joes,Texas
8403,6.29,416724552,Trader Joes,Texas
8404,49.49,426540728,Trader Joes,Texas
8405,3.39,701377201,Trader Joes,Texas
8406,12.29,952635660,Trader Joes,Texas
8407,54.79,881539712,Trader Joes,Texas
8408,32.79,122484761,Trader Joes,Texas
8409,20.29,118708197,Trader Joes,Texas
8410,20.09,395515572,Trader Joes,Texas
8411,50.39,568256903,Trader Joes,Texas
8412,6.49,458350008,Trader Joes,Texas
8413,38.39,643891644,Trader Joes,Texas
8414,3.99,822316142,Trader Joes,Texas
8415,2.49,86858655,Trader Joes,Texas
8416,37.79,416642778,Trader Joes,Texas
8417,35.69,474794200,Trader Joes,Texas
8418,39.69,870309366,Trader Joes,Texas
8419,50.69,131820869,Trader Joes,Texas
8420,24.29,894764703,Trader Joes,Texas
8421,23.09,262051609,Trader Joes,Texas
8422,7.89,196407931,Trader Joes,Texas
8423,3.19,924190396,Trader Joes,Texas
8424,24.69,877162041,Trader Joes,Texas
8425,37.79,514293895,Trader Joes,Texas
8426,55.19,383815591,Trader Joes,Texas
8427,20.19,236968723,Trader Joes,Texas
8428,4.79,551067349,Trader Joes,Texas
8429,14.29,650943158,Trader Joes,Texas
8430,6.89,827210689,Trader Joes,Texas
8431,5.29,238245641,Trader Joes,Texas
8432,51.79,214212433,Trader Joes,Texas
