,Price,UPC,Banner,Region
4780,45.92,932170886,Walmart,Kansas
4781,8.45,265077864,Walmart,Kansas
4782,5.83,643629043,Walmart,Kansas
4783,28.45,57394222,Walmart,Kansas
4784,38.96,865020811,Walmart,Kansas
4785,25.74,727229928,Walmart,Kansas
4786,51.64,797375865,Walmart,Kansas
4787,45.95,273984951,Walmart,Kansas
4788,25.47,644054876,Walmart,Kansas
4789,46.31,768303991,Walmart,Kansas
4790,46.67,438682627,Walmart,Kansas
4791,16.14,955421336,Walmart,Kansas
4792,25.76,472559312,Walmart,Kansas
4793,1.86,375780233,Walmart,Kansas
4794,31.23,542244776,Walmart,Kansas
4795,43.31,391122766,Walmart,Kansas
4796,16.94,594511101,Walmart,Kansas
4797,46.83,801329171,Walmart,Kansas
4798,33.43,574686428,Walmart,Kansas
4799,12.54,978164640,Walmart,Kansas
4800,17.52,745216676,Walmart,Kansas
4801,44.4,826777526,Walmart,Kansas
4802,50.45,227818213,Walmart,Kansas
4803,2.45,86858655,Walmart,Kansas
4804,3.05,744789087,Walmart,Kansas
4805,27.56,19911643,Walmart,Kansas
4806,3.35,205698731,Walmart,Kansas
4807,26.43,197321036,Walmart,Kansas
4808,40.16,895637329,Walmart,Kansas
4809,53.86,421176959,Walmart,Kansas
4810,30.57,95866554,Walmart,Kansas
4811,53.35,838460068,Walmart,Kansas
4812,2.9,69037528,Walmart,Kansas
4813,30.03,829968022,Walmart,Kansas
4814,7.14,60193187,Walmart,Kansas
4815,31.5,189054973,Walmart,Kansas
4816,48.82,305310988,Walmart,Kansas
4817,34.73,676939567,Walmart,Kansas
4818,43.51,780230660,Walmart,Kansas
4819,44.07,538783344,Walmart,Kansas
4820,37.01,963136610,Walmart,Kansas
4821,37.65,700311165,Walmart,Kansas
4822,28.25,783399454,Walmart,Kansas
4823,1.76,355520088,Walmart,Kansas
4824,26.56,653798822,Walmart,Kansas
4825,23.7,23493525,Walmart,Kansas
4826,9.22,120290503,Walmart,Kansas
4827,46.27,702065059,Walmart,Kansas
4828,13.03,325260449,Walmart,Kansas
4829,53.3,160430177,Walmart,Kansas
4830,42.4,395790602,Walmart,Kansas
4831,10.9,44385546,Walmart,Kansas
4832,47.6,131820869,Walmart,Kansas
4833,37.46,311226396,Walmart,Kansas
4834,27.34,228431403,Walmart,Kansas
4835,11.84,996262978,Walmart,Kansas
4836,44.32,145210517,Walmart,Kansas
4837,52.85,421428384,Walmart,Kansas
4838,13.35,246585815,Walmart,Kansas
4839,21.24,106918220,Walmart,Kansas
4840,4.85,363196884,Walmart,Kansas
4841,26.61,909199429,Walmart,Kansas
4842,29.32,977134983,Walmart,Kansas
4843,45.62,200253393,Walmart,Kansas
4844,27.16,812183948,Walmart,Kansas
4845,6.37,838729004,Walmart,Kansas
4846,8.73,565170341,Walmart,Kansas
4847,35.4,856365324,Walmart,Kansas
4848,50.92,27866264,Walmart,Kansas
4849,12.85,926444424,Walmart,Kansas
4850,43.84,887149013,Walmart,Kansas
4851,12.04,142231691,Walmart,Kansas
4852,33.65,451026029,Walmart,Kansas
4853,23.42,57714338,Walmart,Kansas
4854,2.27,646431619,Walmart,Kansas
4855,47.14,304468559,Walmart,Kansas
4856,50.72,549838046,Walmart,Kansas
4857,0.86,604272498,Walmart,Kansas
4858,15.83,726593797,Walmart,Kansas
4859,25.13,45509167,Walmart,Kansas
4860,47.26,300702726,Walmart,Kansas
4861,26.55,716383928,Walmart,Kansas
4862,45.84,224558960,Walmart,Kansas
4863,50.67,987411986,Walmart,Kansas
4864,49.75,966807089,Walmart,Kansas
4865,16.31,525505777,Walmart,Kansas
4866,30.31,743414051,Walmart,Kansas
4867,6.57,744228999,Walmart,Kansas
4868,7.32,296847415,Walmart,Kansas
4869,12.81,458313112,Walmart,Kansas
4870,33.56,321012038,Walmart,Kansas
4871,5.57,866698043,Walmart,Kansas
4872,13.83,306887951,Walmart,Kansas
4873,26.91,812264326,Walmart,Kansas
4874,35.22,709096794,Walmart,Kansas
4875,40.61,821504223,Walmart,Kansas
4876,24.52,129833275,Walmart,Kansas
4877,19.65,827352822,Walmart,Kansas
4878,31.31,403149940,Walmart,Kansas
4879,5.67,598589918,Walmart,Kansas
4880,31.91,109076038,Walmart,Kansas
4881,18.66,568480217,Walmart,Kansas
4882,39.75,173173585,Walmart,Kansas
4883,0.74,902552274,Walmart,Kansas
4884,13.57,574010167,Walmart,Kansas
4885,8.15,987897892,Walmart,Kansas
4886,1.11,979616943,Walmart,Kansas
4887,41.57,620047925,Walmart,Kansas
4888,15.0,962420701,Walmart,Kansas
4889,51.02,193736714,Walmart,Kansas
4890,19.04,277394644,Walmart,Kansas
4891,36.67,414105716,Walmart,Kansas
4892,22.22,912415151,Walmart,Kansas
4893,9.81,994344572,Walmart,Kansas
4894,13.54,650943158,Walmart,Kansas
4895,36.2,641701426,Walmart,Kansas
4896,24.71,40555797,Walmart,Kansas
4897,12.0,440219593,Walmart,Kansas
4898,38.25,783899410,Walmart,Kansas
4899,51.07,506238955,Walmart,Kansas
4900,26.37,16900911,Walmart,Kansas
4901,34.46,303748850,Walmart,Kansas
4902,7.41,489000444,Walmart,Kansas
4903,52.1,132112942,Walmart,Kansas
4904,36.7,205812283,Walmart,Kansas
4905,5.71,918833743,Walmart,Kansas
4906,17.33,420577775,Walmart,Kansas
4907,14.05,907400779,Walmart,Kansas
4908,27.01,327470693,Walmart,Kansas
4909,24.57,857721983,Walmart,Kansas
4910,47.17,627831552,Walmart,Kansas
4911,18.82,888713764,Walmart,Kansas
4912,7.22,16729338,Walmart,Kansas
4913,10.54,98164748,Walmart,Kansas
4914,45.16,963858888,Walmart,Kansas
4915,51.96,876898615,Walmart,Kansas
4916,24.7,217512347,Walmart,Kansas
4917,46.0,79218866,Walmart,Kansas
4918,4.86,665091890,Walmart,Kansas
4919,45.94,505307561,Walmart,Kansas
4920,42.3,346844734,Walmart,Kansas
4921,33.12,645118810,Walmart,Kansas
4922,11.95,575714399,Walmart,Kansas
4923,18.76,617543188,Walmart,Kansas
4924,18.13,94769945,Walmart,Kansas
4925,13.0,125829867,Walmart,Kansas
4926,18.41,826114350,Walmart,Kansas
4927,25.31,975326196,Walmart,Kansas
4928,12.3,456975266,Walmart,Kansas
4929,13.34,826771870,Walmart,Kansas
4930,10.21,695599406,Walmart,Kansas
4931,53.13,492209870,Walmart,Kansas
4932,32.13,460807284,Walmart,Kansas
4933,40.67,606279907,Walmart,Kansas
4934,24.36,840138489,Walmart,Kansas
4935,15.42,931390073,Walmart,Kansas
4936,51.44,936330605,Walmart,Kansas
4937,24.35,574404121,Walmart,Kansas
4938,49.91,470178735,Walmart,Kansas
4939,37.44,311513952,Walmart,Kansas
4940,42.22,557394018,Walmart,Kansas
4941,27.17,115681900,Walmart,Kansas
4942,9.51,633357974,Walmart,Kansas
4943,49.56,514987291,Walmart,Kansas
4944,30.26,959211839,Walmart,Kansas
4945,28.53,988779486,Walmart,Kansas
4946,3.97,310069491,Walmart,Kansas
4947,23.04,87093736,Walmart,Kansas
4948,3.26,16829288,Walmart,Kansas
4949,18.93,435304991,Walmart,Kansas
4950,14.92,537045183,Walmart,Kansas
4951,18.17,557031026,Walmart,Kansas
4952,7.42,850719150,Walmart,Kansas
4953,11.81,426268457,Walmart,Kansas
4954,30.6,842968031,Walmart,Kansas
4955,35.77,769464973,Walmart,Kansas
4956,2.22,243131192,Walmart,Kansas
4957,24.06,488091787,Walmart,Kansas
4958,3.06,924190396,Walmart,Kansas
4959,19.03,631749882,Walmart,Kansas
4960,37.33,870309366,Walmart,Kansas
4961,36.32,479749486,Walmart,Kansas
4962,21.75,73570156,Walmart,Kansas
4963,37.55,584200676,Walmart,Kansas
4964,52.45,39408244,Walmart,Kansas
4965,52.64,986134213,Walmart,Kansas
4966,24.34,400625108,Walmart,Kansas
4967,7.46,71726448,Walmart,Kansas
4968,27.21,300970093,Walmart,Kansas
4969,50.11,218294289,Walmart,Kansas
4970,4.76,659422945,Walmart,Kansas
4971,46.32,466810890,Walmart,Kansas
4972,2.97,44053660,Walmart,Kansas
4973,13.36,434688119,Walmart,Kansas
4974,14.6,805082512,Walmart,Kansas
4975,5.96,277132090,Walmart,Kansas
4976,22.11,47158754,Walmart,Kansas
4977,29.5,614172105,Walmart,Kansas
4978,34.43,44276570,Walmart,Kansas
4979,36.11,643891644,Walmart,Kansas
4980,8.05,713032211,Walmart,Kansas
4981,41.16,764458897,Walmart,Kansas
4982,16.63,48258595,Walmart,Kansas
4983,13.3,470692001,Walmart,Kansas
4984,5.34,786293238,Walmart,Kansas
4985,23.0,265291556,Walmart,Kansas
4986,37.54,508604923,Walmart,Kansas
4987,40.02,615706094,Walmart,Kansas
4988,38.03,643048328,Walmart,Kansas
4989,13.61,763083923,Walmart,Kansas
4990,6.97,381867389,Walmart,Kansas
4991,33.91,503966459,Walmart,Kansas
4992,37.53,258597638,Walmart,Kansas
4993,36.7,112509592,Walmart,Kansas
4994,11.16,503736553,Walmart,Kansas
4995,29.34,750854309,Walmart,Kansas
4996,15.51,459605874,Walmart,Kansas
4997,24.66,278003538,Walmart,Kansas
4998,34.7,250622702,Walmart,Kansas
4999,29.03,119616993,Walmart,Kansas
5000,43.55,971923169,Walmart,Kansas
5001,43.54,886105169,Walmart,Kansas
5002,23.61,505693127,Walmart,Kansas
5003,5.8,338863686,Walmart,Kansas
5004,7.85,27595398,Walmart,Kansas
5005,17.07,817162115,Walmart,Kansas
5006,33.66,583297806,Walmart,Kansas
5007,3.83,484526970,Walmart,Kansas
5008,20.92,245619737,Walmart,Kansas
5009,36.94,853687097,Walmart,Kansas
5010,50.42,112817865,Walmart,Kansas
5011,32.02,860167579,Walmart,Kansas
5012,26.9,142252924,Walmart,Kansas
5013,16.12,874971914,Walmart,Kansas
5014,36.7,508453812,Walmart,Kansas
5015,43.53,337353166,Walmart,Kansas
5016,6.47,157129774,Walmart,Kansas
5017,24.04,352180692,Walmart,Kansas
5018,32.95,90756884,Walmart,Kansas
5019,38.0,804094528,Walmart,Kansas
5020,20.35,612017146,Walmart,Kansas
5021,3.47,749696942,Walmart,Kansas
5022,30.9,445351739,Walmart,Kansas
5023,50.51,144644625,Walmart,Kansas
5024,35.3,433536637,Walmart,Kansas
5025,8.27,821096485,Walmart,Kansas
5026,48.86,802480036,Walmart,Kansas
5027,14.75,740153739,Walmart,Kansas
5028,14.16,923891080,Walmart,Kansas
5029,9.92,62068892,Walmart,Kansas
5030,12.3,929137671,Walmart,Kansas
5031,11.91,930355523,Walmart,Kansas
5032,12.57,762977091,Walmart,Kansas
5033,44.7,888599847,Walmart,Kansas
5034,46.17,845893087,Walmart,Kansas
5035,35.17,854985252,Walmart,Kansas
5036,12.91,373709792,Walmart,Kansas
5037,25.81,45824749,Walmart,Kansas
5038,25.83,675134953,Walmart,Kansas
5039,29.6,240924482,Walmart,Kansas
5040,31.12,939282782,Walmart,Kansas
5041,28.57,526212256,Walmart,Kansas
5042,17.0,308185637,Walmart,Kansas
5043,24.54,808976577,Walmart,Kansas
5044,12.14,252888653,Walmart,Kansas
5045,17.51,585091176,Walmart,Kansas
5046,33.62,958194401,Walmart,Kansas
5047,53.5,158953776,Walmart,Kansas
5048,1.52,45845527,Walmart,Kansas
5049,9.57,571896895,Walmart,Kansas
5050,12.65,136528713,Walmart,Kansas
5051,24.1,641131808,Walmart,Kansas
5052,40.3,992125856,Walmart,Kansas
5053,49.56,857067649,Walmart,Kansas
5054,50.8,461128883,Walmart,Kansas
5055,24.23,450309449,Walmart,Kansas
5056,17.14,852479948,Walmart,Kansas
5057,17.73,677674656,Walmart,Kansas
5058,30.2,238441424,Walmart,Kansas
5059,31.43,992105314,Walmart,Kansas
5060,16.02,708930835,Walmart,Kansas
5061,45.93,60912855,Walmart,Kansas
5062,35.06,95658838,Walmart,Kansas
5063,21.43,399409590,Walmart,Kansas
5064,35.44,842306029,Walmart,Kansas
5065,45.51,300705072,Walmart,Kansas
5066,21.47,612864775,Walmart,Kansas
5067,4.23,266112120,Walmart,Kansas
5068,12.62,643610475,Walmart,Kansas
5069,23.82,685715810,Walmart,Kansas
5070,29.07,476935693,Walmart,Kansas
5071,38.07,831639757,Walmart,Kansas
5072,38.11,276263379,Walmart,Kansas
5073,20.33,812817987,Walmart,Kansas
5074,49.61,795655973,Walmart,Kansas
5075,53.14,946880003,Walmart,Kansas
5076,30.17,785234168,Walmart,Kansas
5077,39.21,836742374,Walmart,Kansas
5078,31.9,658435562,Walmart,Kansas
5079,51.11,436491453,Walmart,Kansas
5080,47.61,655347860,Walmart,Kansas
5081,16.16,793865483,Walmart,Kansas
5082,47.44,952287274,Walmart,Kansas
5083,50.32,917901226,Walmart,Kansas
5084,2.17,784408530,Walmart,Kansas
5085,35.32,292740862,Walmart,Kansas
5086,46.4,534500231,Walmart,Kansas
5087,1.55,770347410,Walmart,Kansas
5088,11.66,426909634,Walmart,Kansas
5089,0.93,499640947,Walmart,Kansas
5090,48.65,176351627,Walmart,Kansas
5091,48.72,214212433,Walmart,Kansas
5092,46.95,270412866,Walmart,Kansas
5093,20.51,39601228,Walmart,Kansas
5094,19.63,896138462,Walmart,Kansas
5095,36.83,827631041,Walmart,Kansas
5096,37.23,332996724,Walmart,Kansas
5097,16.54,848007798,Walmart,Kansas
5098,22.11,99583114,Walmart,Kansas
5099,24.81,518047270,Walmart,Kansas
5100,1.52,762004012,Walmart,Kansas
5101,16.15,152458350,Walmart,Kansas
5102,16.1,870721732,Walmart,Kansas
5103,50.52,818139689,Walmart,Kansas
5104,27.07,332493471,Walmart,Kansas
5105,24.45,932864695,Walmart,Kansas
5106,49.26,506732002,Walmart,Kansas
5107,38.12,742726716,Walmart,Kansas
5108,1.54,694468735,Walmart,Kansas
5109,47.03,917100992,Walmart,Kansas
5110,47.61,120596009,Walmart,Kansas
5111,4.24,778682895,Walmart,Kansas
5112,39.25,189565540,Walmart,Kansas
5113,14.77,421938798,Walmart,Kansas
5114,1.17,372268051,Walmart,Kansas
5115,53.53,981510405,Walmart,Kansas
5116,47.54,367626432,Walmart,Kansas
5117,4.72,846637828,Walmart,Kansas
5118,24.36,714768657,Walmart,Kansas
5119,10.53,95862680,Walmart,Kansas
5120,42.41,475245085,Walmart,Kansas
5121,46.56,426540728,Walmart,Kansas
5122,17.04,876226151,Walmart,Kansas
5123,9.33,477240979,Walmart,Kansas
5124,17.24,927693101,Walmart,Kansas
5125,44.44,506754007,Walmart,Kansas
5126,37.17,564734116,Walmart,Kansas
5127,44.72,311149036,Walmart,Kansas
5128,50.77,111650456,Walmart,Kansas
5129,32.54,301161010,Walmart,Kansas
5130,18.05,588225773,Walmart,Kansas
5131,31.75,266425823,Walmart,Kansas
5132,13.75,919110708,Walmart,Kansas
5133,29.47,165254790,Walmart,Kansas
5134,52.97,269567447,Walmart,Kansas
5135,43.02,162356142,Walmart,Kansas
5136,34.2,55404606,Walmart,Kansas
5137,43.11,723934665,Walmart,Kansas
5138,11.81,77045464,Walmart,Kansas
5139,7.5,371889838,Walmart,Kansas
5140,27.4,502816606,Walmart,Kansas
5141,53.36,165324638,Walmart,Kansas
5142,27.33,375916960,Walmart,Kansas
5143,51.57,881539712,Walmart,Kansas
5144,52.72,161076622,Walmart,Kansas
5145,51.24,773828271,Walmart,Kansas
5146,20.91,700041439,Walmart,Kansas
5147,38.84,938758588,Walmart,Kansas
5148,19.25,855000437,Walmart,Kansas
5149,1.25,643896037,Walmart,Kansas
5150,2.4,70848410,Walmart,Kansas
5151,52.2,254804864,Walmart,Kansas
5152,24.02,361415663,Walmart,Kansas
5153,31.15,171059624,Walmart,Kansas
5154,14.13,110354720,Walmart,Kansas
5155,22.37,441772088,Walmart,Kansas
5156,33.63,164485660,Walmart,Kansas
5157,4.02,790066655,Walmart,Kansas
5158,30.91,637601085,Walmart,Kansas
5159,38.81,842621232,Walmart,Kansas
5160,29.87,248544810,Walmart,Kansas
5161,50.25,726107443,Walmart,Kansas
5162,14.75,215480572,Walmart,Kansas
5163,36.14,127838957,Walmart,Kansas
5164,47.54,298650567,Walmart,Kansas
5165,4.54,449986246,Walmart,Kansas
5166,34.22,431156925,Walmart,Kansas
5167,17.45,312567137,Walmart,Kansas
5168,33.94,981620604,Walmart,Kansas
5169,50.31,582451335,Walmart,Kansas
5170,17.42,543464804,Walmart,Kansas
5171,15.94,363663062,Walmart,Kansas
5172,33.43,883713851,Walmart,Kansas
5173,1.37,509116779,Walmart,Kansas
5174,20.06,923314883,Walmart,Kansas
5175,2.77,699701113,Walmart,Kansas
5176,15.55,278354885,Walmart,Kansas
5177,52.76,835193761,Walmart,Kansas
5178,23.27,306137567,Walmart,Kansas
5179,29.87,771066892,Walmart,Kansas
5180,13.54,790024227,Walmart,Kansas
5181,51.13,995798889,Walmart,Kansas
5182,7.26,555173446,Walmart,Kansas
5183,17.81,352259734,Walmart,Kansas
5184,17.44,554043945,Walmart,Kansas
5185,22.44,311693284,Walmart,Kansas
5186,43.47,436463728,Walmart,Kansas
5187,13.27,574169049,Walmart,Kansas
5188,47.65,999185078,Walmart,Kansas
5189,43.15,62563085,Walmart,Kansas
5190,16.87,928259579,Walmart,Kansas
5191,52.71,594035260,Walmart,Kansas
5192,35.21,872889619,Walmart,Kansas
5193,50.9,295208432,Walmart,Kansas
5194,20.65,739054494,Walmart,Kansas
5195,40.94,323385020,Walmart,Kansas
5196,25.14,283434497,Walmart,Kansas
5197,30.17,244294577,Walmart,Kansas
5198,25.02,277014097,Walmart,Kansas
5199,20.96,645331356,Walmart,Kansas
5200,14.64,303796970,Walmart,Kansas
5201,33.12,587816654,Walmart,Kansas
5202,31.27,481195187,Walmart,Kansas
5203,40.75,745790660,Walmart,Kansas
5204,27.82,228591095,Walmart,Kansas
5205,22.4,878698622,Walmart,Kansas
5206,41.77,791901779,Walmart,Kansas
5207,15.87,234033889,Walmart,Kansas
5208,52.97,302857528,Walmart,Kansas
5209,44.24,342897052,Walmart,Kansas
5210,50.7,841392681,Walmart,Kansas
5211,5.21,163383455,Walmart,Kansas
5212,33.43,596626474,Walmart,Kansas
5213,16.64,565021540,Walmart,Kansas
5214,32.85,163809044,Walmart,Kansas
5215,20.56,61278034,Walmart,Kansas
5216,18.36,151287985,Walmart,Kansas
5217,31.67,529968586,Walmart,Kansas
5218,47.86,83141336,Walmart,Kansas
5219,46.67,299905463,Walmart,Kansas
5220,46.56,980150388,Walmart,Kansas
5221,10.5,69584995,Walmart,Kansas
5222,43.55,477539026,Walmart,Kansas
5223,10.02,286906735,Walmart,Kansas
5224,45.13,48013704,Walmart,Kansas
5225,8.8,905792642,Walmart,Kansas
5226,4.62,383194572,Walmart,Kansas
5227,17.46,285189163,Walmart,Kansas
5228,21.45,509056495,Walmart,Kansas
5229,41.71,442236507,Walmart,Kansas
5230,53.77,220677427,Walmart,Kansas
5231,51.85,383815591,Walmart,Kansas
5232,2.16,535529908,Walmart,Kansas
5233,16.25,538593323,Walmart,Kansas
5234,27.91,132458395,Walmart,Kansas
5235,33.27,396134202,Walmart,Kansas
5236,24.5,481217425,Walmart,Kansas
5237,33.07,392781848,Walmart,Kansas
5238,4.04,488377803,Walmart,Kansas
5239,44.27,749133422,Walmart,Kansas
5240,51.71,121620235,Walmart,Kansas
5241,6.94,672429356,Walmart,Kansas
5242,11.13,447640332,Walmart,Kansas
5243,41.43,958465158,Walmart,Kansas
5244,10.19,702239031,Trader Joes,Kansas
5245,49.09,737234743,Trader Joes,Kansas
5246,30.79,468699741,Trader Joes,Kansas
5247,23.89,428456157,Trader Joes,Kansas
5248,18.99,124052151,Trader Joes,Kansas
5249,47.19,22976162,Trader Joes,Kansas
5250,40.59,340260209,Trader Joes,Kansas
5251,23.39,891797170,Trader Joes,Kansas
5252,38.69,541944658,Trader Joes,Kansas
5253,37.29,856365324,Trader Joes,Kansas
5254,12.19,426909634,Trader Joes,Kansas
5255,13.99,789986401,Trader Joes,Kansas
5256,21.29,728311671,Trader Joes,Kansas
5257,9.29,673299284,Trader Joes,Kansas
5258,25.19,315128578,Trader Joes,Kansas
5259,52.89,218294289,Trader Joes,Kansas
5260,52.89,726107443,Trader Joes,Kansas
5261,23.09,126967843,Trader Joes,Kansas
5262,28.89,502816606,Trader Joes,Kansas
5263,37.59,514912132,Trader Joes,Kansas
5264,54.29,616240709,Trader Joes,Kansas
5265,53.59,461128883,Trader Joes,Kansas
5266,45.39,448330081,Trader Joes,Kansas
5267,44.69,395790602,Trader Joes,Kansas
5268,22.59,612864775,Trader Joes,Kansas
5269,42.79,549873373,Trader Joes,Kansas
5270,53.89,995798889,Trader Joes,Kansas
5271,12.49,930355523,Trader Joes,Kansas
5272,19.19,130186387,Trader Joes,Kansas
5273,47.49,637471150,Trader Joes,Kansas
5274,35.19,596626474,Trader Joes,Kansas
5275,16.89,978196729,Trader Joes,Kansas
5276,48.59,845893087,Trader Joes,Kansas
5277,56.39,981510405,Trader Joes,Kansas
5278,36.09,55404606,Trader Joes,Kansas
5279,4.99,68034486,Trader Joes,Kansas
5280,49.49,917100992,Trader Joes,Kansas
5281,55.99,946880003,Trader Joes,Kansas
5282,35.79,981620604,Trader Joes,Kansas
5283,23.59,441772088,Trader Joes,Kansas
5284,7.49,737000536,Trader Joes,Kansas
5285,54.29,881539712,Trader Joes,Kansas
5286,29.29,228591095,Trader Joes,Kansas
5287,15.29,805082512,Trader Joes,Kansas
5288,5.09,665091890,Trader Joes,Kansas
5289,26.39,277014097,Trader Joes,Kansas
5290,35.29,474794200,Trader Joes,Kansas
5291,29.59,349132748,Trader Joes,Kansas
5292,28.69,228431403,Trader Joes,Kansas
5293,15.59,446836510,Trader Joes,Kansas
5294,38.49,414105716,Trader Joes,Kansas
5295,35.29,354716417,Trader Joes,Kansas
5296,36.09,238497653,Trader Joes,Kansas
5297,45.79,886105169,Trader Joes,Kansas
5298,51.59,432934258,Trader Joes,Kansas
5299,38.99,555275616,Trader Joes,Kansas
5300,7.49,748626363,Trader Joes,Kansas
5301,42.49,683028909,Trader Joes,Kansas
5302,22.89,73570156,Trader Joes,Kansas
5303,15.89,386428225,Trader Joes,Kansas
5304,9.19,628622442,Trader Joes,Kansas
5305,7.59,16729338,Trader Joes,Kansas
5306,2.39,377295085,Trader Joes,Kansas
5307,31.69,829968022,Trader Joes,Kansas
5308,11.89,523773926,Trader Joes,Kansas
5309,22.99,986041768,Trader Joes,Kansas
5310,46.09,887149013,Trader Joes,Kansas
5311,6.79,744228999,Trader Joes,Kansas
5312,29.79,915191199,Trader Joes,Kansas
5313,3.19,924190396,Trader Joes,Kansas
5314,21.59,39601228,Trader Joes,Kansas
5315,42.49,200809424,Trader Joes,Kansas
5316,43.69,762710881,Trader Joes,Kansas
