Banner,UPC,Kansas,New York,Northern California,Texas
Kroger,173173585.0,,,,
Kroger,174429227.0,,,,
Kroger,176351627.0,,,,
Kroger,177925497.0,,,,
Kroger,178923336.0,,,,
Kroger,182310151.0,,,,
Kroger,186497742.0,,,,
Kroger,187405236.0,,,,
Kroger,189054973.0,,,,
Kroger,189565540.0,,,,
Kroger,193724353.0,,,,
Kroger,193736714.0,,,,
Kroger,196109651.0,,,,
Kroger,196407931.0,,,,
Kroger,197321036.0,,,,
Kroger,198082596.0,,,,
Kroger,200021055.0,,,,
Kroger,200253393.0,,,,
Kroger,200282631.0,,,,
Kroger,200809424.0,,,,
Kroger,201346142.0,,,,
Kroger,204071291.0,,,,
Kroger,205698731.0,,,,
Kroger,205812283.0,,,,
Kroger,207648093.0,,,,
Kroger,212886542.0,,,,
Kroger,213048650.0,,,,
Kroger,213387822.0,,,,
Kroger,214212433.0,,,,
Kroger,215480572.0,,,,
Kroger,217512347.0,,,,
Kroger,218294289.0,,,,
Kroger,218958254.0,,,,
Kroger,220433295.0,,,,
Kroger,220677427.0,,,,
Kroger,221349675.0,,,,
Kroger,222180587.0,,,,
Kroger,222633181.0,,,,
Kroger,223905761.0,,,,
Kroger,224558960.0,,,,
Kroger,226008184.0,,,,
Kroger,226080317.0,,,,
Kroger,227635624.0,,,,
Kroger,227818213.0,,,,
Kroger,228431403.0,,,,
Kroger,228591095.0,,,,
Kroger,229341656.0,,,,
Kroger,230451071.0,,,,
Kroger,234033889.0,,,,
Kroger,234070455.0,,,,
Kroger,236468029.0,,,,
Kroger,236677062.0,,,,
Kroger,236968723.0,,,,
Kroger,237280009.0,,,,
Kroger,238245641.0,,,,
Kroger,238441424.0,,,,
Kroger,238497653.0,,,,
Kroger,240879755.0,,,,
Kroger,240924482.0,,,,
Kroger,242277190.0,,,,
Kroger,242743338.0,,,,
Kroger,243131192.0,,,,
Kroger,243785066.0,,,,
Kroger,243934119.0,,,,
Kroger,244294577.0,,,,
Kroger,244899396.0,,,,
Kroger,245619737.0,,,,
Kroger,246582548.0,,,,
Kroger,246585815.0,,,,
Kroger,248544810.0,,,,
Kroger,250622702.0,,,,
Kroger,251180255.0,,,,
Kroger,252280717.0,,,,
Kroger,252888653.0,,,,
Kroger,253141402.0,,,,
Kroger,254804864.0,,,,
Kroger,256001467.0,,,,
Kroger,256779462.0,,,,
Kroger,256906423.0,,,,
Kroger,258597638.0,,,,
Kroger,259287413.0,,,,
Kroger,262051609.0,,,,
Kroger,265077864.0,,,,
Kroger,265291556.0,,,,
Kroger,266112120.0,,,,
Kroger,266425823.0,,,,
Kroger,266788198.0,,,,
Kroger,268588472.0,,,,
Kroger,269161785.0,,,,
Kroger,269567447.0,,,,
Kroger,270412866.0,,,,
Kroger,271202170.0,,,,
Kroger,272466316.0,,,,
Kroger,273984951.0,,,,
Kroger,275219414.0,,,,
Kroger,276263379.0,,,,
Kroger,276801250.0,,,,
Kroger,277014097.0,,,,
Kroger,277132090.0,,,,
Kroger,277394644.0,,,,
Kroger,278001228.0,,,,
Kroger,278003538.0,,,,
Kroger,278354885.0,,,,
Kroger,278739906.0,,,,
Kroger,283434497.0,,,,
Kroger,284293391.0,,,,
Kroger,285189163.0,,,,
Kroger,285195716.0,,,,
Kroger,285638116.0,,,,
Kroger,286798599.0,,,,
Kroger,286906735.0,,,,
Kroger,287415946.0,,,,
Kroger,291765113.0,,,,
Kroger,292740862.0,,,,
Kroger,295208432.0,,,,
Kroger,296821950.0,,,,
Kroger,296847415.0,,,,
Kroger,298558534.0,,,,
Kroger,298650567.0,,,,
Kroger,299791600.0,,,,
Kroger,299905463.0,,,,
Kroger,300702726.0,,,,
Kroger,300705072.0,,,,
Kroger,300970093.0,,,,
Kroger,301161010.0,,,,
Kroger,302256456.0,,,,
Kroger,302857528.0,,,,
Kroger,303530277.0,,,,
Kroger,303748850.0,,,,
Kroger,303796970.0,,,,
Kroger,304468559.0,,,,
Kroger,305207870.0,,,,
Kroger,305310988.0,,,,
Kroger,306137567.0,,,,
Kroger,306887951.0,,,,
Kroger,308185637.0,,,,
Kroger,310069491.0,,,,
Kroger,310210791.0,,,,
Kroger,311149036.0,,,,
Kroger,311226396.0,,,,
Kroger,311513952.0,,,,
Kroger,311625369.0,,,,
Kroger,311693284.0,,,,
Kroger,312567137.0,,,,
Kroger,312588009.0,,,,
Kroger,312735668.0,,,,
Kroger,314205929.0,,,,
Kroger,314756902.0,,,,
Kroger,315128578.0,,,,
Kroger,319176479.0,,,,
Kroger,321012038.0,,,,
Kroger,321130189.0,,,,
Kroger,323385020.0,,,,
Kroger,325260449.0,,,,
Kroger,325836526.0,,,,
Kroger,325885139.0,,,,
Kroger,327470693.0,,,,
Kroger,327660050.0,,,,
Kroger,332493471.0,,,,
Kroger,332996724.0,,,,
Kroger,333664376.0,,,,
Kroger,333868779.0,,,,
Kroger,333967502.0,,,,
Kroger,336912254.0,,,,
Kroger,337353166.0,,,,
Kroger,338728090.0,,,,
Kroger,338863686.0,,,,
Kroger,339400596.0,,,,
Kroger,339765937.0,,,,
Kroger,340260209.0,,,,
Kroger,340478827.0,,,,
Kroger,342897052.0,,,,
Kroger,346844734.0,,,,
Kroger,349132748.0,,,,
Kroger,350639776.0,,,,
Kroger,352180692.0,,,,
Kroger,352259734.0,,,,
Kroger,353556196.0,,,,
Kroger,353626798.0,,,,
Kroger,354630366.0,,,,
Kroger,354716417.0,,,,
Kroger,355520088.0,,,,
Kroger,357064541.0,,,,
Kroger,358265858.0,,,,
Kroger,360754991.0,,,,
Kroger,361415663.0,,,,
Kroger,361609713.0,,,,
Kroger,361981249.0,,,,
Kroger,363196884.0,,,,
Kroger,363461563.0,,,,
Kroger,363663062.0,,,,
Kroger,364526351.0,,,,
Kroger,365185443.0,,,,
Kroger,365630841.0,,,,
Kroger,367626432.0,,,,
Kroger,371212986.0,,,,
Kroger,371889838.0,,,,
Kroger,372268051.0,,,,
Kroger,373413450.0,,,,
Kroger,373656227.0,,,,
Kroger,373709792.0,,,,
Kroger,374144563.0,,,,
Kroger,374824958.0,,,,
Kroger,375780233.0,,,,
Kroger,375916960.0,,,,
Kroger,375993782.0,,,,
Kroger,376153383.0,,,,
Kroger,376311065.0,,,,
Kroger,376851918.0,,,,
Kroger,377295085.0,,,,
Kroger,377365657.0,,,,
Kroger,381867389.0,,,,
Kroger,383193164.0,,,,
Kroger,383194572.0,,,,
Kroger,383815591.0,,,,
Kroger,386428225.0,,,,
Kroger,387431034.0,,,,
Kroger,387815880.0,,,,
Kroger,388197861.0,,,,
Kroger,388544851.0,,,,
Kroger,391122766.0,,,,
Kroger,392781848.0,,,,
Kroger,393028851.0,,,,
Kroger,394331468.0,,,,
Kroger,395515572.0,,,,
Kroger,395790602.0,,,,
Kroger,396134202.0,,,,
Kroger,397250295.0,,,,
Kroger,399409590.0,,,,
Kroger,400625108.0,,,,
Kroger,401436440.0,,,,
Kroger,403149940.0,,,,
Kroger,405684153.0,,,,
Kroger,405988807.0,,,,
Kroger,406039511.0,,,,
Kroger,414105716.0,,,,
Kroger,416414679.0,,,,
Kroger,416642778.0,,,,
Kroger,416724552.0,,,,
Kroger,418444428.0,,,,
Kroger,420577775.0,,,,
Kroger,421047592.0,,,,
Kroger,421176959.0,,,,
Kroger,421428384.0,,,,
Kroger,421938798.0,,,,
Kroger,426268457.0,,,,
Kroger,426540728.0,,,,
Kroger,426909634.0,,,,
Kroger,428456157.0,,,,
Kroger,429624919.0,,,,
Kroger,430094535.0,,,,
Kroger,431156925.0,,,,
Kroger,432934258.0,,,,
Kroger,433536637.0,,,,
Kroger,434688119.0,,,,
Kroger,435304991.0,,,,
Kroger,436463728.0,,,,
Kroger,436491453.0,,,,
Kroger,437067209.0,,,,
Kroger,437172755.0,,,,
Kroger,437637358.0,,,,
Kroger,438682627.0,,,,
Kroger,440219593.0,,,,
Kroger,440309024.0,,,,
Kroger,441168504.0,,,,
Kroger,441404447.0,,,,
Kroger,441453292.0,,,,
Kroger,441772088.0,,,,
Kroger,441947799.0,,,,
Kroger,442236507.0,,,,
Kroger,443127155.0,,,,
Kroger,445250129.0,,,,
Kroger,445351739.0,,,,
Kroger,446836510.0,,,,
Kroger,447640332.0,,,,
Kroger,447858500.0,,,,
Kroger,448330081.0,,,,
Kroger,449986246.0,,,,
Kroger,450309449.0,,,,
Kroger,451026029.0,,,,
Kroger,451469731.0,,,,
Kroger,454788216.0,,,,
Kroger,456113225.0,,,,
Kroger,456975266.0,,,,
Kroger,457695472.0,,,,
Kroger,458313112.0,,,,
Kroger,458350008.0,,,,
Kroger,459605874.0,,,,
Kroger,460807284.0,,,,
Kroger,461128883.0,,,,
Kroger,466810890.0,,,,
Kroger,468699741.0,,,,
Kroger,470178735.0,,,,
Kroger,470692001.0,,,,
Kroger,471370637.0,,,,
Kroger,472559312.0,,,,
Kroger,473279874.0,,,,
Kroger,474794200.0,,,,
Kroger,475245085.0,,,,
Kroger,475672709.0,,,,
Kroger,476935693.0,,,,
Kroger,477240979.0,,,,
Kroger,477539026.0,,,,
Kroger,477638150.0,,,,
Kroger,479749486.0,,,,
Kroger,480476230.0,,,,
Kroger,481195187.0,,,,
Kroger,481217425.0,,,,
Kroger,484526970.0,,,,
Kroger,484719492.0,,,,
Kroger,486230490.0,,,,
Kroger,486482090.0,,,,
Kroger,488091787.0,,,,
Kroger,488377803.0,,,,
Kroger,489000444.0,,,,
Kroger,489398729.0,,,,
Kroger,492209870.0,,,,
Kroger,494020899.0,,,,
Kroger,495847520.0,,,,
Kroger,496444498.0,,,,
Kroger,499640947.0,,,,
Kroger,500505797.0,,,,
Kroger,502816606.0,,,,
Kroger,503341824.0,,,,
Kroger,503736553.0,,,,
Kroger,503966459.0,,,,
Kroger,504139198.0,,,,
Kroger,505307561.0,,,,
Kroger,505693127.0,,,,
Kroger,506238955.0,,,,
Kroger,506732002.0,,,,
Kroger,506754007.0,,,,
Kroger,507203618.0,,,,
Kroger,508453812.0,,,,
Kroger,508604923.0,,,,
Kroger,509056495.0,,,,
Kroger,509116779.0,,,,
Kroger,509419735.0,,,,
Kroger,513172706.0,,,,
Kroger,514293895.0,,,,
Kroger,514730047.0,,,,
Kroger,514805290.0,,,,
Kroger,514912132.0,,,,
Kroger,514987291.0,,,,
Kroger,516205909.0,,,,
Kroger,517769564.0,,,,
Kroger,518047270.0,,,,
Kroger,523773926.0,,,,
Kroger,525505777.0,,,,
Kroger,525996730.0,,,,
Kroger,526069074.0,,,,
Kroger,526212256.0,,,,
Kroger,526328901.0,,,,
Kroger,529559570.0,,,,
Kroger,529968586.0,,,,
Kroger,531197407.0,,,,
Kroger,531867954.0,,,,
Kroger,533704030.0,,,,
Kroger,534498710.0,,,,
Kroger,534500231.0,,,,
Kroger,535286391.0,,,,
Kroger,535529908.0,,,,
Kroger,536411687.0,,,,
Kroger,537045183.0,,,,
Kroger,538593323.0,,,,
Kroger,538783344.0,,,,
Kroger,541222561.0,,,,
Kroger,541553073.0,,,,
Kroger,541944658.0,,,,
Kroger,542244776.0,,,,
Kroger,543464804.0,,,,
Kroger,544719559.0,,,,
Kroger,545019950.0,,,,
Kroger,545133835.0,,,,
Kroger,545319478.0,,,,
Kroger,546802474.0,,,,
Kroger,549109328.0,,,,
Kroger,549838046.0,,,,
Kroger,549873373.0,,,,
Kroger,551067349.0,,,,
Kroger,554043945.0,,,,
Kroger,554693845.0,,,,
Kroger,554753210.0,,,,
Kroger,555173446.0,,,,
Kroger,555275616.0,,,,
Kroger,555531366.0,,,,
Kroger,556223651.0,,,,
Kroger,557031026.0,,,,
Kroger,557394018.0,,,,
Kroger,557637639.0,,,,
Kroger,561425157.0,,,,
Kroger,564014969.0,,,,
Kroger,564734116.0,,,,
Kroger,565021540.0,,,,
Kroger,565170341.0,,,,
Kroger,565229692.0,,,,
Kroger,568256903.0,,,,
Kroger,568480217.0,,,,
Kroger,569684083.0,,,,
Kroger,571419391.0,,,,
Kroger,571896895.0,,,,
Kroger,574010167.0,,,,
Kroger,574169049.0,,,,
Kroger,574404121.0,,,,
Kroger,574686428.0,,,,
Kroger,575714399.0,,,,
Kroger,576244412.0,,,,
Kroger,576506037.0,,,,
Kroger,579355486.0,,,,
Kroger,581030587.0,,,,
Kroger,581614281.0,,,,
Kroger,582214622.0,,,,
Kroger,582451335.0,,,,
Kroger,583297806.0,,,,
Kroger,583333446.0,,,,
Kroger,583382498.0,,,,
Kroger,583814806.0,,,,
Kroger,584200676.0,,,,
Kroger,584598491.0,,,,
Kroger,585091176.0,,,,
Kroger,587031338.0,,,,
Kroger,587816654.0,,,,
Kroger,588225773.0,,,,
Kroger,591915659.0,,,,
Kroger,592298415.0,,,,
Kroger,592499340.0,,,,
Kroger,594035260.0,,,,
Kroger,594511101.0,,,,
Kroger,596626474.0,,,,
Kroger,598589918.0,,,,
Kroger,599052834.0,,,,
Kroger,599921977.0,,,,
Kroger,604272498.0,,,,
Kroger,604540867.0,,,,
Kroger,606279907.0,,,,
Kroger,606513778.0,,,,
Kroger,607409332.0,,,,
Kroger,612017146.0,,,,
Kroger,612864775.0,,,,
Kroger,614172105.0,,,,
Kroger,614290704.0,,,,
Kroger,614892418.0,,,,
Kroger,615121896.0,,,,
Kroger,615706094.0,,,,
Kroger,616240709.0,,,,
Kroger,617543188.0,,,,
Kroger,620047925.0,,,,
Kroger,622287285.0,,,,
Kroger,625438627.0,,,,
Kroger,627416688.0,,,,
Kroger,627807402.0,,,,
Kroger,627831552.0,,,,
Kroger,628622442.0,,,,
Kroger,629512894.0,,,,
Kroger,631749882.0,,,,
Kroger,633357974.0,,,,
Kroger,634830299.0,,,,
Kroger,635609352.0,,,,
Kroger,637471150.0,,,,
Kroger,637601085.0,,,,
Kroger,641131808.0,,,,
Kroger,641206219.0,,,,
Kroger,641701426.0,,,,
Kroger,643048328.0,,,,
Kroger,643110527.0,,,,
Kroger,643610475.0,,,,
Kroger,643629043.0,,,,
Kroger,643891644.0,,,,
Kroger,643896037.0,,,,
Kroger,644054876.0,,,,
Kroger,644874729.0,,,,
Kroger,645118810.0,,,,
Kroger,645331356.0,,,,
Kroger,646431619.0,,,,
Kroger,646726630.0,,,,
Kroger,647962512.0,,,,
Kroger,649976289.0,,,,
Kroger,650943158.0,,,,
Kroger,651936351.0,,,,
Kroger,652377244.0,,,,
Kroger,653798822.0,,,,
Kroger,654081535.0,,,,
Kroger,654483249.0,,,,
Kroger,655347860.0,,,,
Kroger,658435562.0,,,,
Kroger,659422945.0,,,,
Kroger,663501723.0,,,,
Kroger,665091890.0,,,,
Kroger,667968672.0,,,,
Kroger,672429356.0,,,,
Kroger,673299284.0,,,,
Kroger,674159443.0,,,,
Kroger,675134953.0,,,,
Kroger,676268953.0,,,,
Kroger,676274385.0,,,,
Kroger,676939567.0,,,,
Kroger,677674656.0,,,,
Kroger,678530217.0,,,,
Kroger,678539677.0,,,,
Kroger,678675568.0,,,,
Kroger,680584021.0,,,,
Kroger,681789308.0,,,,
Kroger,683028909.0,,,,
Kroger,683810722.0,,,,
Kroger,685061388.0,,,,
Kroger,685715810.0,,,,
Kroger,687061455.0,,,,
Kroger,688174297.0,,,,
Kroger,688858216.0,,,,
Kroger,690069404.0,,,,
Kroger,690308756.0,,,,
Kroger,690392986.0,,,,
Kroger,690451660.0,,,,
Kroger,692276824.0,,,,
Kroger,694468735.0,,,,
Kroger,694669999.0,,,,
Kroger,695599406.0,,,,
Kroger,696954302.0,,,,
Kroger,697589645.0,,,,
Kroger,698510708.0,,,,
Kroger,698731992.0,,,,
Kroger,698832542.0,,,,
Kroger,699701113.0,,,,
Kroger,700041439.0,,,,
Kroger,700311165.0,,,,
Kroger,700660531.0,,,,
Kroger,701377201.0,,,,
Kroger,702065059.0,,,,
Kroger,702239031.0,,,,
Kroger,702868026.0,,,,
Kroger,704505214.0,,,,
Kroger,708247357.0,,,,
Kroger,708419030.0,,,,
Kroger,708930835.0,,,,
Kroger,709096794.0,,,,
Kroger,711957058.0,,,,
Kroger,713032211.0,,,,
Kroger,714138116.0,,,,
Kroger,714264288.0,,,,
Kroger,714768657.0,,,,
Kroger,715494692.0,,,,
Kroger,716383928.0,,,,
Kroger,723419379.0,,,,
Kroger,723906184.0,,,,
Kroger,723934665.0,,,,
Kroger,725772193.0,,,,
Kroger,726107443.0,,,,
Kroger,726593797.0,,,,
Kroger,727229928.0,,,,
Kroger,728311671.0,,,,
Kroger,731963540.0,,,,
Kroger,736014357.0,,,,
Kroger,736362595.0,,,,
Kroger,737000536.0,,,,
Kroger,737234743.0,,,,
Kroger,739054494.0,,,,
Kroger,739430945.0,,,,
Kroger,740153739.0,,,,
Kroger,740420827.0,,,,
Kroger,742030365.0,,,,
Kroger,742726716.0,,,,
Kroger,743414051.0,,,,
Kroger,744228999.0,,,,
Kroger,744486125.0,,,,
Kroger,744789087.0,,,,
Kroger,745216676.0,,,,
Kroger,745790660.0,,,,
Kroger,746596885.0,,,,
Kroger,746763504.0,,,,
Kroger,748626363.0,,,,
Kroger,749133422.0,,,,
Kroger,749696942.0,,,,
Kroger,750854309.0,,,,
Kroger,751783597.0,,,,
Kroger,753436797.0,,,,
Kroger,757501813.0,,,,
Kroger,757630984.0,,,,
Kroger,758967619.0,,,,
Kroger,760445497.0,,,,
Kroger,762004012.0,,,,
Kroger,762710881.0,,,,
Kroger,762977091.0,,,,
Kroger,763083923.0,,,,
Kroger,763210027.0,,,,
Kroger,764458897.0,,,,
Kroger,764530996.0,,,,
Kroger,765932940.0,,,,
Kroger,765958220.0,,,,
Kroger,766810433.0,,,,
Kroger,768303991.0,,,,
Kroger,768547166.0,,,,
Kroger,768628469.0,,,,
Kroger,768879663.0,,,,
Kroger,768900012.0,,,,
Kroger,769464973.0,,,,
Kroger,770347410.0,,,,
Kroger,771066892.0,,,,
Kroger,773828271.0,,,,
Kroger,774342015.0,,,,
Kroger,774949377.0,,,,
Kroger,778006625.0,,,,
Kroger,778682895.0,,,,
Kroger,780230660.0,,,,
Kroger,783399454.0,,,,
Kroger,783845705.0,,,,
Kroger,783899410.0,,,,
Kroger,784408530.0,,,,
Kroger,785234168.0,,,,
Kroger,786293238.0,,,,
Kroger,789649867.0,,,,
Kroger,789986401.0,,,,
Kroger,790024227.0,,,,
Kroger,790066655.0,,,,
Kroger,790347148.0,,,,
Kroger,791901779.0,,,,
Kroger,793865483.0,,,,
Kroger,794251522.0,,,,
Kroger,795655973.0,,,,
Kroger,795937333.0,,,,
Kroger,797375865.0,,,,
Kroger,798625113.0,,,,
Kroger,801329171.0,,,,
Kroger,802480036.0,,,,
Kroger,804094528.0,,,,
Kroger,805082512.0,,,,
Kroger,808274867.0,,,,
Kroger,808976577.0,,,,
Kroger,810777505.0,,,,
Kroger,812183948.0,,,,
Kroger,812264326.0,,,,
Kroger,812817987.0,,,,
Kroger,813117592.0,,,,
Kroger,817162115.0,,,,
Kroger,817674221.0,,,,
Kroger,818139689.0,,,,
Kroger,819121025.0,,,,
Kroger,820540489.0,,,,
Kroger,821096485.0,,,,
Kroger,821504223.0,,,,
Kroger,822316142.0,,,,
Kroger,825958722.0,,,,
Kroger,826114350.0,,,,
Kroger,826771870.0,,,,
Kroger,826777526.0,,,,
Kroger,827210689.0,,,,
Kroger,827352822.0,,,,
Kroger,827531126.0,,,,
Kroger,827631041.0,,,,
Kroger,827898456.0,,,,
Kroger,827980895.0,,,,
Kroger,829968022.0,,,,
Kroger,830115263.0,,,,
Kroger,831054514.0,,,,
Kroger,831639757.0,,,,
Kroger,832037986.0,,,,
Kroger,832713642.0,,,,
Kroger,835193761.0,,,,
Kroger,835966795.0,,,,
Kroger,836742374.0,,,,
Kroger,836817411.0,,,,
Kroger,838460068.0,,,,
Kroger,838729004.0,,,,
Kroger,839680734.0,,,,
Kroger,840138489.0,,,,
Kroger,841392681.0,,,,
Kroger,842306029.0,,,,
Kroger,842621232.0,,,,
Kroger,842968031.0,,,,
Kroger,843645850.0,,,,
Kroger,845328666.0,,,,
Kroger,845893087.0,,,,
Kroger,846637828.0,,,,
Kroger,848007798.0,,,,
Kroger,848280790.0,,,,
Kroger,849299370.0,,,,
Kroger,849425547.0,,,,
Kroger,849702242.0,,,,
Kroger,850719150.0,,,,
Kroger,850860889.0,,,,
Kroger,852479948.0,,,,
Kroger,853687097.0,,,,
Kroger,854689154.0,,,,
Kroger,854985252.0,,,,
Kroger,855000437.0,,,,
Kroger,856365324.0,,,,
Kroger,856554674.0,,,,
Kroger,857067649.0,,,,
Kroger,857721983.0,,,,
Kroger,859607186.0,,,,
Kroger,860167579.0,,,,
Kroger,861024387.0,,,,
Kroger,861871758.0,,,,
Kroger,864093895.0,,,,
Kroger,864128161.0,,,,
Kroger,864892235.0,,,,
Kroger,865020811.0,,,,
Kroger,866416138.0,,,,
Kroger,866698043.0,,,,
Kroger,870309366.0,,,,
Kroger,870595943.0,,,,
Kroger,870721732.0,,,,
Kroger,872082334.0,,,,
Kroger,872889619.0,,,,
Kroger,873270447.0,,,,
Kroger,874971914.0,,,,
Kroger,876226151.0,,,,
Kroger,876898615.0,,,,
Kroger,877162041.0,,,,
Kroger,878698622.0,,,,
Kroger,879777546.0,,,,
Kroger,881311707.0,,,,
Kroger,881539712.0,,,,
Kroger,882672998.0,,,,
Kroger,883647960.0,,,,
Kroger,883713851.0,,,,
Kroger,884354350.0,,,,
Kroger,885481376.0,,,,
Kroger,886012244.0,,,,
Kroger,886105169.0,,,,
Kroger,887149013.0,,,,
Kroger,888354959.0,,,,
Kroger,888599847.0,,,,
Kroger,888666503.0,,,,
Kroger,888713764.0,,,,
Kroger,891797170.0,,,,
Kroger,894150291.0,,,,
Kroger,894764703.0,,,,
Kroger,895637329.0,,,,
Kroger,896138462.0,,,,
Kroger,896974529.0,,,,
Kroger,897021614.0,,,,
Kroger,897422303.0,,,,
Kroger,899571200.0,,,,
Kroger,899819893.0,,,,
Kroger,899956196.0,,,,
Kroger,902552274.0,,,,
Kroger,904041295.0,,,,
Kroger,904714463.0,,,,
Kroger,905792642.0,,,,
Kroger,905914857.0,,,,
Kroger,906234211.0,,,,
Kroger,907400779.0,,,,
Kroger,909199429.0,,,,
Kroger,912415151.0,,,,
Kroger,912873332.0,,,,
Kroger,915191199.0,,,,
Kroger,916097175.0,,,,
Kroger,917100992.0,,,,
Kroger,917211564.0,,,,
Kroger,917901226.0,,,,
Kroger,918833743.0,,,,
Kroger,919110708.0,,,,
Kroger,920526931.0,,,,
Kroger,922747986.0,,,,
Kroger,923314883.0,,,,
Kroger,923891080.0,,,,
Kroger,924190396.0,,,,
Kroger,926444424.0,,,,
Kroger,927312846.0,,,,
Kroger,927693101.0,,,,
Kroger,927879675.0,,,,
Kroger,928259579.0,,,,
Kroger,929137671.0,,,,
Kroger,929338551.0,,,,
