,Price,UPC,Banner,Region
1436,28.69,365630841,Safeway,New York
1437,2.69,784408530,Safeway,New York
1438,23.49,26132370,Safeway,New York
1439,13.59,98164748,Safeway,New York
1440,53.39,963229417,Safeway,New York
1441,6.19,886012244,Safeway,New York
1442,26.39,812817987,Safeway,New York
1443,68.39,986134213,Safeway,New York
1444,66.59,773828271,Safeway,New York
1445,28.69,360754991,Safeway,New York
1446,24.99,447858500,Safeway,New York
1447,57.19,565229692,Safeway,New York
1448,48.69,584200676,Safeway,New York
1449,38.69,965083187,Safeway,New York
1450,48.49,54548062,Safeway,New York
1451,48.39,187405236,Safeway,New York
1452,69.59,158953776,Safeway,New York
1453,27.19,645331356,Safeway,New York
1454,33.49,55833407,Safeway,New York
1455,1.39,979616943,Safeway,New York
1456,13.79,555531366,Safeway,New York
1457,47.69,205812283,Safeway,New York
1458,28.69,47158754,Safeway,New York
1459,56.29,101201265,Safeway,New York
1460,57.49,342897052,Safeway,New York
1461,55.09,475245085,Safeway,New York
1462,63.79,26959766,Safeway,New York
1463,64.29,857067649,Safeway,New York
1464,5.89,383194572,Safeway,New York
1465,60.69,768900012,Safeway,New York
1466,52.89,745790660,Safeway,New York
1467,65.69,587031338,Safeway,New York
1468,61.89,999185078,Safeway,New York
1469,41.69,460807284,Safeway,New York
1470,38.09,977134983,Safeway,New York
1471,12.39,571896895,Safeway,New York
1472,66.69,945973686,Safeway,New York
1473,65.39,582451335,Safeway,New York
1474,38.49,240924482,Safeway,New York
1475,64.69,350639776,Safeway,New York
1476,30.89,685715810,Safeway,New York
1477,29.59,966125119,Safeway,New York
1478,55.99,394331468,Safeway,New York
1479,17.29,470692001,Safeway,New York
1480,6.19,16999755,Safeway,New York
1481,52.69,549873373,Safeway,New York
1482,3.39,541222561,Safeway,New York
1483,61.69,952287274,Safeway,New York
1484,15.89,243934119,Safeway,New York
1485,28.39,126967843,Safeway,New York
1486,53.49,325836526,Safeway,New York
1487,11.89,120290503,Safeway,New York
1488,21.89,441168504,Safeway,New York
1489,52.09,981197816,Safeway,New York
1490,36.19,56176612,Safeway,New York
1491,53.89,275219414,Safeway,New York
1492,42.29,212886542,Safeway,New York
1493,43.49,441453292,Safeway,New York
1494,22.29,927693101,Safeway,New York
1495,61.19,304468559,Safeway,New York
1496,18.19,702868026,Safeway,New York
1497,64.19,504139198,Safeway,New York
1498,8.09,838729004,Safeway,New York
1499,18.59,252280717,Safeway,New York
1500,35.09,500505797,Safeway,New York
1501,53.59,688174297,Safeway,New York
1502,55.09,395790602,Safeway,New York
1503,40.59,542244776,Safeway,New York
1504,3.59,17066659,Safeway,New York
1505,53.99,762710881,Safeway,New York
1506,11.09,825958722,Safeway,New York
1507,15.09,426909634,Safeway,New York
1508,4.69,554693845,Safeway,New York
1509,47.49,995745822,Safeway,New York
1510,28.79,859607186,Safeway,New York
1511,23.69,151287985,Safeway,New York
1512,45.09,897422303,Safeway,New York
1513,31.89,808976577,Safeway,New York
1514,43.99,196109651,Safeway,New York
1515,50.59,849702242,Safeway,New York
1516,7.99,227635624,Safeway,New York
1517,48.29,74029795,Safeway,New York
1518,22.69,285189163,Safeway,New York
1519,22.29,213048650,Safeway,New York
1520,5.99,659422945,Safeway,New York
1521,20.49,726593797,Safeway,New York
1522,28.69,374144563,Safeway,New York
1523,15.89,604540867,Safeway,New York
1524,53.39,980113553,Safeway,New York
1525,44.79,303748850,Safeway,New York
1526,37.69,476935693,Safeway,New York
1527,28.29,986041768,Safeway,New York
1528,4.19,16829288,Safeway,New York
1529,2.19,888354959,Safeway,New York
1530,67.09,797375865,Safeway,New York
1531,30.19,306137567,Safeway,New York
1532,23.89,929338551,Safeway,New York
1533,12.39,633357974,Safeway,New York
1534,70.09,715494692,Safeway,New York
1535,19.39,674159443,Safeway,New York
1536,53.09,753436797,Safeway,New York
1537,43.39,574686428,Safeway,New York
1538,39.49,599921977,Safeway,New York
1539,43.69,958194401,Safeway,New York
1540,50.79,690308756,Safeway,New York
1541,7.59,277132090,Safeway,New York
1542,68.29,932644749,Safeway,New York
1543,65.69,144644625,Safeway,New York
1544,24.49,395515572,Safeway,New York
1545,28.19,262051609,Safeway,New York
1546,69.09,946880003,Safeway,New York
1547,18.89,805082512,Safeway,New York
1548,27.79,333967502,Safeway,New York
1549,46.99,127838957,Safeway,New York
1550,13.69,996849471,Safeway,New York
1551,22.29,852479948,Safeway,New York
1552,24.49,435304991,Safeway,New York
1553,34.19,16900911,Safeway,New York
1554,22.69,115104280,Safeway,New York
1555,6.19,363196884,Safeway,New York
1556,43.49,321012038,Safeway,New York
1557,39.59,373656227,Safeway,New York
1558,44.79,509419735,Safeway,New York
1559,47.39,321130189,Safeway,New York
1560,21.39,848007798,Safeway,New York
1561,22.09,308185637,Safeway,New York
1562,59.59,224558960,Safeway,New York
1563,60.49,441947799,Safeway,New York
1564,46.49,758967619,Safeway,New York
1565,47.69,339765937,Safeway,New York
1566,37.59,299791600,Safeway,New York
1567,69.79,768879663,Safeway,New York
1568,45.59,95658838,Safeway,New York
1569,28.79,576244412,Safeway,New York
1570,47.49,414105716,Safeway,New York
1571,30.09,186497742,Safeway,New York
1572,60.09,702065059,Safeway,New York
1573,20.99,538593323,Safeway,New York
1574,45.19,383193164,Safeway,New York
1575,24.09,220433295,Safeway,New York
1576,54.79,557394018,Safeway,New York
1577,40.79,992105314,Safeway,New York
1578,19.69,765958220,Safeway,New York
1579,32.19,40555797,Safeway,New York
1580,13.79,927312846,Safeway,New York
1581,26.59,967167461,Safeway,New York
1582,25.99,923314883,Safeway,New York
1583,31.69,932864695,Safeway,New York
1584,28.79,437637358,Safeway,New York
1585,29.79,388197861,Safeway,New York
1586,48.79,676274385,Safeway,New York
1587,51.29,790347148,Safeway,New York
1588,10.79,768628469,Safeway,New York
1589,32.09,654081535,Safeway,New York
1590,20.69,850860889,Safeway,New York
1591,36.89,57394222,Safeway,New York
1592,2.69,535529908,Safeway,New York
1593,27.89,612864775,Safeway,New York
1594,19.09,215480572,Safeway,New York
1595,36.09,228591095,Safeway,New York
1596,45.79,709096794,Safeway,New York
1597,47.79,866416138,Safeway,New York
1598,30.39,894150291,Safeway,New York
1599,61.09,917100992,Safeway,New York
1600,34.89,812264326,Safeway,New York
1601,24.39,888713764,Safeway,New York
1602,34.39,653798822,Safeway,New York
1603,9.39,207648093,Safeway,New York
1604,56.39,436463728,Safeway,New York
1605,48.19,564734116,Safeway,New York
1606,3.69,44053660,Safeway,New York
1607,27.09,245619737,Safeway,New York
1608,36.49,486482090,Safeway,New York
1609,67.29,383815591,Safeway,New York
1610,52.49,546802474,Safeway,New York
1611,47.89,827631041,Safeway,New York
1612,42.19,301161010,Safeway,New York
1613,67.29,99830442,Safeway,New York
1614,57.89,742030365,Safeway,New York
1615,28.79,891797170,Safeway,New York
1616,59.79,79218866,Safeway,New York
1617,5.49,778682895,Safeway,New York
1618,64.59,629512894,Safeway,New York
1619,50.79,723419379,Safeway,New York
1620,16.99,339400596,Safeway,New York
1621,14.39,708419030,Safeway,New York
1622,7.29,918833743,Safeway,New York
1623,31.59,574404121,Safeway,New York
1624,57.69,826777526,Safeway,New York
1625,40.89,189054973,Safeway,New York
1626,23.69,912873332,Safeway,New York
1627,39.39,743414051,Safeway,New York
1628,59.59,273984951,Safeway,New York
1629,9.19,748626363,Safeway,New York
1630,45.69,872889619,Safeway,New York
1631,15.19,581030587,Safeway,New York
1632,17.49,790024227,Safeway,New York
1633,36.59,783399454,Safeway,New York
1634,39.99,514912132,Wegmans,New York
1635,22.89,39601228,Wegmans,New York
1636,56.09,218294289,Wegmans,New York
1637,24.69,360754991,Wegmans,New York
1638,53.19,881311707,Wegmans,New York
1639,38.59,757501813,Wegmans,New York
1640,13.39,440219593,Wegmans,New York
1641,25.39,428456157,Wegmans,New York
1642,9.79,564014969,Wegmans,New York
1643,24.69,47158754,Wegmans,New York
1644,42.59,831639757,Wegmans,New York
1645,39.49,709096794,Wegmans,New York
1646,32.99,545133835,Wegmans,New York
1647,27.69,40555797,Wegmans,New York
1648,34.39,66025021,Wegmans,New York
1649,49.19,789649867,Wegmans,New York
1650,46.59,442236507,Wegmans,New York
1651,14.89,470692001,Wegmans,New York
1652,6.49,277132090,Wegmans,New York
1653,35.49,266425823,Wegmans,New York
1654,26.89,488091787,Wegmans,New York
1655,9.39,740420827,Wegmans,New York
1656,26.79,315128578,Wegmans,New York
1657,46.69,791901779,Wegmans,New York
1658,13.09,581030587,Wegmans,New York
1659,60.09,739430945,Wegmans,New York
1660,31.89,988779486,Wegmans,New York
1661,38.09,827898456,Wegmans,New York
1662,16.29,303796970,Wegmans,New York
1663,58.79,950498192,Wegmans,New York
1664,28.29,975326196,Wegmans,New York
1665,49.09,287415946,Wegmans,New York
1666,48.19,723934665,Wegmans,New York
1667,20.79,361981249,Wegmans,New York
1668,5.39,886012244,Wegmans,New York
1669,40.19,615121896,Wegmans,New York
1670,22.89,967167461,Wegmans,New York
1671,43.19,340260209,Wegmans,New York
1672,16.59,446836510,Wegmans,New York
1673,47.69,879777546,Wegmans,New York
1674,33.69,244294577,Wegmans,New York
1675,45.89,904714463,Wegmans,New York
1676,31.39,349132748,Wegmans,New York
1677,26.79,361415663,Wegmans,New York
1678,40.59,312588009,Wegmans,New York
1679,42.89,193724353,Wegmans,New York
1680,36.99,848280790,Wegmans,New York
1681,43.79,583333446,Wegmans,New York
1682,20.79,568480217,Wegmans,New York
1683,40.79,321130189,Wegmans,New York
1684,17.99,152458350,Wegmans,New York
1685,48.19,246582548,Wegmans,New York
1686,41.89,576506037,Wegmans,New York
1687,55.89,470178735,Wegmans,New York
1688,54.09,484719492,Wegmans,New York
1689,24.79,549109328,Wegmans,New York
1690,48.09,494020899,Wegmans,New York
1691,19.59,585091176,Wegmans,New York
1692,1.39,509116779,Wegmans,New York
1693,15.19,25023603,Wegmans,New York
1694,30.29,327470693,Wegmans,New York
1695,52.09,441947799,Wegmans,New York
1696,53.29,999185078,Wegmans,New York
1697,16.39,421938798,Wegmans,New York
1698,18.99,817162115,Wegmans,New York
1699,17.79,363663062,Wegmans,New York
1700,0.99,278739906,Wegmans,New York
1701,20.29,557031026,Wegmans,New York
1702,36.39,286798599,Wegmans,New York
1703,58.99,976976235,Wegmans,New York
1704,17.79,157966725,Wegmans,New York
1705,57.09,94849573,Wegmans,New York
1706,18.99,308185637,Wegmans,New York
1707,20.99,617543188,Wegmans,New York
1708,8.19,489000444,Wegmans,New York
1709,28.19,503341824,Wegmans,New York
1710,48.99,887149013,Wegmans,New York
1711,56.79,714138116,Wegmans,New York
1712,58.99,161076622,Wegmans,New York
1713,22.19,63494206,Wegmans,New York
1714,46.09,325836526,Wegmans,New York
1715,19.29,113921219,Wegmans,New York
1716,13.19,77045464,Wegmans,New York
1717,25.89,877162041,Wegmans,New York
1718,41.99,258597638,Wegmans,New York
1719,33.99,333664376,Wegmans,New York
1720,56.59,987411986,Wegmans,New York
1721,7.69,381867389,Wegmans,New York
1722,56.69,41066545,Wegmans,New York
1723,46.19,201346142,Wegmans,New York
1724,50.49,963858888,Wegmans,New York
1725,0.59,198082596,Wegmans,New York
1726,37.69,164485660,Wegmans,New York
1727,42.59,804094528,Wegmans,New York
1728,39.29,854985252,Wegmans,New York
1729,2.09,226080317,Wegmans,New York
1730,52.19,405684153,Wegmans,New York
1731,55.89,533704030,Wegmans,New York
1732,1.89,285638116,Wegmans,New York
1733,57.19,236677062,Wegmans,New York
1734,10.49,736014357,Wegmans,New York
1735,30.49,228431403,Wegmans,New York
1736,6.99,838729004,Wegmans,New York
1737,9.79,905792642,Wegmans,New York
1738,53.19,124091247,Wegmans,New York
1739,23.79,268588472,Wegmans,New York
1740,54.09,545319478,Wegmans,New York
1741,56.79,591915659,Wegmans,New York
1742,15.79,110354720,Wegmans,New York
1743,19.89,959054260,Wegmans,New York
1744,52.49,270412866,Wegmans,New York
1745,5.09,449986246,Wegmans,New York
1746,11.09,286906735,Wegmans,New York
1747,27.39,857721983,Wegmans,New York
1748,51.29,224558960,Wegmans,New York
1749,53.49,970617307,Wegmans,New York
1750,59.29,302857528,Wegmans,New York
1751,32.39,299791600,Wegmans,New York
1752,38.29,55404606,Wegmans,New York
1753,7.99,60193187,Wegmans,New York
1754,56.59,818139689,Wegmans,New York
1755,26.19,57714338,Wegmans,New York
1756,21.29,631749882,Wegmans,New York
1757,33.29,771066892,Wegmans,New York
1758,36.69,163809044,Wegmans,New York
1759,22.79,812817987,Wegmans,New York
1760,2.29,535529908,Wegmans,New York
1761,23.99,399409590,Wegmans,New York
1762,20.79,220433295,Wegmans,New York
1763,51.79,768303991,Wegmans,New York
1764,13.29,930355523,Wegmans,New York
1765,14.59,325260449,Wegmans,New York
1766,50.19,35072231,Wegmans,New York
1767,28.39,678539677,Wegmans,New York
1768,11.79,69584995,Wegmans,New York
1769,3.09,421047592,Wegmans,New York
1770,8.29,71726448,Wegmans,New York
1771,39.49,314205929,Wegmans,New York
1772,57.89,266788198,Wegmans,New York
1773,31.39,541553073,Wegmans,New York
1774,11.19,849299370,Wegmans,New York
1775,44.89,895637329,Wegmans,New York
1776,35.69,213387822,Wegmans,New York
1777,13.69,929137671,Wegmans,New York
1778,56.39,917901226,Wegmans,New York
1779,31.29,327660050,Wegmans,New York
1780,46.19,688174297,Wegmans,New York
1781,20.99,888713764,Wegmans,New York
1782,58.89,986134213,Wegmans,New York
1783,31.69,915191199,Wegmans,New York
1784,1.89,526328901,Wegmans,New York
1785,53.99,778006625,Wegmans,New York
1786,6.49,311625369,Wegmans,New York
1787,39.79,416642778,Wegmans,New York
1788,15.09,650943158,Wegmans,New York
1789,3.09,17066659,Wegmans,New York
1790,21.29,277394644,Wegmans,New York
1791,22.79,694669999,Wegmans,New York
1792,50.49,637471150,Wegmans,New York
1793,39.69,536411687,Wegmans,New York
1794,11.89,927312846,Wegmans,New York
1795,54.79,432934258,Wegmans,New York
1796,2.99,371212986,Wegmans,New York
1797,37.39,441453292,Wegmans,New York
1798,11.09,62068892,Wegmans,New York
1799,12.29,561425157,Wegmans,New York
1800,29.49,171858013,Wegmans,New York
1801,24.79,576244412,Wegmans,New York
1802,8.49,93696286,Wegmans,New York
1803,4.69,266112120,Wegmans,New York
1804,41.49,555275616,Wegmans,New York
1805,48.69,780230660,Wegmans,New York
1806,11.69,95862680,Wegmans,New York
1807,39.79,827531126,Wegmans,New York
1808,51.59,845893087,Wegmans,New York
1809,26.79,774949377,Wegmans,New York
1810,41.09,947534594,Wegmans,New York
1811,52.09,299905463,Wegmans,New York
1812,1.19,77460052,Wegmans,New York
1813,25.99,507203618,Wegmans,New York
1814,5.89,152398257,Wegmans,New York
1815,34.89,481195187,Wegmans,New York
1816,41.69,54548062,Wegmans,New York
1817,29.79,354630366,Wegmans,New York
1818,48.99,169472387,Wegmans,New York
1819,14.79,574169049,Wegmans,New York
1820,46.39,958465158,Wegmans,New York
1821,2.99,541222561,Wegmans,New York
1822,21.19,944430721,Wegmans,New York
1823,24.19,627807402,Wegmans,New York
1824,52.89,765932940,Wegmans,New York
1825,17.29,922747986,Wegmans,New York
1826,54.39,176351627,Wegmans,New York
1827,55.09,506732002,Wegmans,New York
1828,20.49,680584021,Wegmans,New York
1829,7.59,477638150,Wegmans,New York
1830,16.39,896974529,Wegmans,New York
1831,26.89,352180692,Wegmans,New York
1832,41.09,205812283,Wegmans,New York
1833,18.19,688858216,Wegmans,New York
1834,13.39,142231691,Wegmans,New York
1835,37.59,958194401,Wegmans,New York
1836,15.09,574010167,Wegmans,New York
1837,39.99,758967619,Wegmans,New York
1838,47.99,303530277,Wegmans,New York
1839,21.29,236968723,Wegmans,New York
1840,17.49,25313327,Wegmans,New York
1841,49.59,374824958,Wegmans,New York
1842,32.99,614172105,Wegmans,New York
1843,59.99,158953776,Wegmans,New York
1844,45.99,963229417,Wegmans,New York
1845,20.29,127821311,Wegmans,New York
1846,50.59,406039511,Wegmans,New York
1847,45.99,146021511,Wegmans,New York
1848,19.29,420577775,Wegmans,New York
1849,60.59,888666503,Wegmans,New York
1850,31.09,228591095,Wegmans,New York
1851,44.49,173173585,Wegmans,New York
1852,23.09,795937333,Wegmans,New York
1853,3.19,69037528,Wegmans,New York
1854,5.19,846637828,Wegmans,New York
1855,22.99,61278034,Wegmans,New York
1856,29.09,416414679,Wegmans,New York
1857,37.29,574686428,Wegmans,New York
1858,43.09,52851370,Wegmans,New York
1859,53.19,298650567,Wegmans,New York
1860,22.69,728311671,Wegmans,New York
1861,48.49,101201265,Wegmans,New York
1862,14.29,926444424,Wegmans,New York
1863,31.19,56176612,Wegmans,New York
1864,52.19,737234743,Wegmans,New York
1865,59.49,946880003,Wegmans,New York
1866,22.29,690451660,Wegmans,New York
1867,45.19,200809424,Wegmans,New York
1868,24.49,126967843,Wegmans,New York
1869,38.29,904041295,Wegmans,New York
1870,38.49,44276570,Wegmans,New York
1871,36.49,212886542,Wegmans,New York
1872,38.89,250622702,Wegmans,New York
1873,45.59,525996730,Wegmans,New York
1874,36.89,90756884,Wegmans,New York
1875,30.69,839680734,Wegmans,New York
1876,41.69,332996724,Wegmans,New York
1877,10.79,26791818,Wegmans,New York
1878,52.39,854689154,Wegmans,New York
1879,8.59,949435750,Wegmans,New York
1880,11.29,259287413,Wegmans,New York
1881,36.99,645118810,Wegmans,New York
1882,59.09,751783597,Wegmans,New York
1883,56.89,461128883,Wegmans,New York
1884,51.79,702065059,Wegmans,New York
1885,41.09,339765937,Wegmans,New York
1886,21.89,827352822,Wegmans,New York
1887,33.49,454788216,Wegmans,New York
1888,57.29,436491453,Wegmans,New York
1889,27.49,808976577,Wegmans,New York
1890,40.89,152181269,Wegmans,New York
1891,15.39,306887951,Wegmans,New York
1892,49.19,565229692,Wegmans,New York
1893,58.99,835193761,Wegmans,New York
1894,45.59,745790660,Wegmans,New York
1895,26.59,654483249,Wegmans,New York
1896,58.19,692276824,Wegmans,New York
1897,22.79,105664025,Wegmans,New York
1898,5.19,659422945,Wegmans,New York
1899,60.09,220677427,Wegmans,New York
1900,24.49,473279874,Wegmans,New York
1901,20.49,678675568,Wegmans,New York
1902,40.39,643891644,Wegmans,New York
1903,29.39,704505214,Wegmans,New York
1904,16.29,418444428,Wegmans,New York
1905,20.39,819121025,Wegmans,New York
1906,55.69,966807089,Wegmans,New York
1907,58.49,254804864,Wegmans,New York
1908,5.29,16999755,Wegmans,New York
1909,32.69,107865183,Wegmans,New York
1910,34.89,542244776,Wegmans,New York
1911,46.59,905914857,Wegmans,New York
1912,27.69,397250295,Wegmans,New York
1913,53.29,131820869,Wegmans,New York
1914,20.59,106365705,Wegmans,New York
1915,18.09,955421336,Wegmans,New York
1916,17.29,599052834,Wegmans,New York
1917,54.49,731963540,Wegmans,New York
1918,24.69,531197407,Wegmans,New York
1919,13.49,252888653,Wegmans,New York
1920,27.39,481217425,Wegmans,New York
1921,8.29,850719150,Wegmans,New York
1922,38.49,509419735,Wegmans,New York
1923,3.39,744789087,Wegmans,New York
1924,12.19,44385546,Wegmans,New York
1925,47.49,475245085,Wegmans,New York
1926,20.59,929338551,Wegmans,New York
1927,44.89,981197816,Wegmans,New York
1928,37.99,988776021,Wegmans,New York
1929,37.79,794251522,Wegmans,New York
1930,48.69,337353166,Wegmans,New York
1931,5.39,665091890,Wegmans,New York
1932,47.29,817674221,Wegmans,New York
1933,36.09,291765113,Wegmans,New York
1934,57.29,70124770,Wegmans,New York
1935,37.39,883713851,Wegmans,New York
1936,55.19,319176479,Wegmans,New York
1937,51.39,932170886,Wegmans,New York
1938,11.69,373413450,Wegmans,New York
1939,30.29,500505797,Wegmans,New York
1940,5.19,11873171,Wegmans,New York
1941,58.29,132112942,Wegmans,New York
1942,48.09,363461563,Wegmans,New York
1943,25.09,336912254,Wegmans,New York
1944,40.79,365185443,Wegmans,New York
1945,41.39,853687097,Wegmans,New York
1946,12.49,503736553,Wegmans,New York
1947,60.19,421176959,Wegmans,New York
1948,49.49,749133422,Wegmans,New York
1949,2.49,377295085,Wegmans,New York
1950,39.99,769464973,Wegmans,New York
1951,20.99,58785197,Wegmans,New York
1952,13.19,996262978,Wegmans,New York
1953,25.69,87093736,Wegmans,New York
1954,28.09,45509167,Wegmans,New York
1955,35.79,845328666,Wegmans,New York
1956,53.09,242277190,Wegmans,New York
1957,40.49,641701426,Wegmans,New York
1958,30.59,375916960,Wegmans,New York
1959,1.39,643896037,Wegmans,New York
1960,53.09,952287274,Wegmans,New York
1961,45.39,606279907,Wegmans,New York
1962,14.39,178923336,Wegmans,New York
1963,51.99,849425547,Wegmans,New York
1964,23.39,245619737,Wegmans,New York
1965,31.29,962019991,Wegmans,New York
1966,33.59,829968022,Wegmans,New York
1967,25.79,265291556,Wegmans,New York
1968,44.89,242743338,Wegmans,New York
1969,16.19,582214622,Wegmans,New York
1970,26.39,505693127,Wegmans,New York
1971,48.29,698731992,Wegmans,New York
1972,19.49,312567137,Wegmans,New York
1973,29.69,909199429,Wegmans,New York
1974,56.39,112817865,Wegmans,New York
1975,38.89,383193164,Wegmans,New York
1976,8.09,555173446,Wegmans,New York
1977,5.29,513172706,Wegmans,New York
1978,11.89,555531366,Wegmans,New York
1979,28.79,810777505,Wegmans,New York
1980,5.09,551067349,Wegmans,New York
1981,13.29,575714399,Wegmans,New York
1982,29.69,716383928,Wegmans,New York
1983,34.79,171059624,Wegmans,New York
1984,30.89,696954302,Wegmans,New York
1985,53.19,367626432,Wegmans,New York
1986,29.09,204071291,Wegmans,New York
1987,48.79,477539026,Wegmans,New York
1988,35.29,189054973,Wegmans,New York
1989,41.19,866416138,Wegmans,New York
1990,6.29,598589918,Wegmans,New York
1991,43.69,723419379,Wegmans,New York
1992,14.59,339400596,Wegmans,New York
1993,57.79,121620235,Wegmans,New York
1994,5.19,872082334,Wegmans,New York
1995,37.59,451026029,Wegmans,New York
1996,32.79,750854309,Wegmans,New York
1997,49.99,311149036,Wegmans,New York
1998,9.79,628622442,Wegmans,New York
1999,14.29,458313112,Wegmans,New York
2000,6.39,338863686,Wegmans,New York
2001,25.09,311693284,Wegmans,New York
2002,39.59,856365324,Wegmans,New York
2003,40.69,479749486,Wegmans,New York
2004,13.69,243934119,Wegmans,New York
2005,37.49,474794200,Wegmans,New York
2006,9.09,222180587,Wegmans,New York
2007,52.49,486230490,Wegmans,New York
2008,54.99,26959766,Wegmans,New York
2009,38.79,676939567,Wegmans,New York
2010,17.29,459605874,Wegmans,New York
2011,48.29,448330081,Wegmans,New York
2012,27.29,757630984,Wegmans,New York
2013,0.89,557637639,Wegmans,New York
2014,27.39,763210027,Wegmans,New York
2015,23.69,993910240,Wegmans,New York
2016,33.99,599921977,Wegmans,New York
2017,25.09,878698622,Wegmans,New York
2018,9.09,725772193,Wegmans,New York
2019,47.49,177925497,Wegmans,New York
2020,20.19,26132370,Wegmans,New York
2021,35.39,529968586,Wegmans,New York
2022,13.79,663501723,Wegmans,New York
2023,14.89,246585815,Wegmans,New York
2024,49.79,388544851,Wegmans,New York
2025,54.69,305310988,Wegmans,New York
2026,17.29,278354885,Wegmans,New York
2027,40.59,475672709,Wegmans,New York
2028,35.69,658435562,Wegmans,New York
2029,9.59,825958722,Wegmans,New York
2030,26.79,929458444,Wegmans,New York
2031,55.19,827980895,Wegmans,New York
2032,13.89,251180255,Wegmans,New York
2033,39.69,514293895,Wegmans,New York
2034,27.69,19982129,Wegmans,New York
2035,38.09,387431034,Wegmans,New York
2036,41.99,676274385,Wegmans,New York
2037,22.39,569684083,Wegmans,New York
2038,37.39,596626474,Wegmans,New York
2039,45.19,298558534,Wegmans,New York
2040,25.49,966125119,Wegmans,New York
