,Price,UPC,Banner,Region
51,6.02,163383455,Walmart,Northern California
52,41.95,769464973,Walmart,Northern California
53,12.46,927312846,Walmart,Northern California
54,3.16,699701113,Walmart,Northern California
55,31.82,115681900,Walmart,Northern California
56,5.3,383194572,Walmart,Northern California
57,43.11,339765937,Walmart,Northern California
58,19.93,690069404,Walmart,Northern California
59,41.12,95658838,Walmart,Northern California
60,8.7,850719150,Walmart,Northern California
61,11.91,643110527,Walmart,Northern California
62,42.4,127838957,Walmart,Northern California
63,3.66,353556196,Walmart,Northern California
64,17.07,582214622,Walmart,Northern California
65,19.73,928259579,Walmart,Northern California
66,52.41,311149036,Walmart,Northern California
67,26.91,388197861,Walmart,Northern California
68,28.12,774949377,Walmart,Northern California
69,29.56,503341824,Walmart,Northern California
70,43.05,205812283,Walmart,Northern California
71,28.92,98441419,Walmart,Northern California
72,6.22,786293238,Walmart,Northern California
73,54.77,438682627,Walmart,Northern California
74,15.65,434688119,Walmart,Northern California
75,8.4,529559570,Walmart,Northern California
76,29.81,678539677,Walmart,Northern California
77,42.37,643891644,Walmart,Northern California
78,43.81,311513952,Walmart,Northern California
79,14.44,243934119,Walmart,Northern California
80,48.93,442236507,Walmart,Northern California
81,39.72,196109651,Walmart,Northern California
82,1.83,45845527,Walmart,Northern California
83,21.25,94769945,Walmart,Northern California
84,41.32,872889619,Walmart,Northern California
85,34.55,314756902,Walmart,Northern California
86,32.82,962019991,Walmart,Northern California
87,43.2,827631041,Walmart,Northern California
88,21.7,220433295,Walmart,Northern California
89,32.81,132458395,Walmart,Northern California
90,5.53,11873171,Walmart,Northern California
91,28.83,278003538,Walmart,Northern California
92,20.13,927693101,Walmart,Northern California
93,53.93,932170886,Walmart,Northern California
94,49.75,395790602,Walmart,Northern California
95,50.47,363461563,Walmart,Northern California
96,22.16,395515572,Walmart,Northern California
97,22.06,617543188,Walmart,Northern California
98,59.35,587031338,Walmart,Northern California
99,40.51,222633181,Walmart,Northern California
100,50.53,723934665,Walmart,Northern California
101,54.56,849425547,Walmart,Northern California
102,5.37,449986246,Walmart,Northern California
103,37.52,81927167,Walmart,Northern California
104,33.27,915191199,Walmart,Northern California
105,25.1,333967502,Walmart,Northern California
106,59.73,27866264,Walmart,Northern California
107,18.87,978196729,Walmart,Northern California
108,16.67,923891080,Walmart,Northern California
109,50.84,391122766,Walmart,Northern California
110,18.37,25313327,Walmart,Northern California
111,43.73,187405236,Walmart,Northern California
112,15.83,574010167,Walmart,Northern California
113,35.17,454788216,Walmart,Northern California
114,20.76,683810722,Walmart,Northern California
115,0.93,557637639,Walmart,Northern California
116,51.83,269161785,Walmart,Northern California
117,33.46,440309024,Walmart,Northern California
118,58.25,795655973,Walmart,Northern California
119,18.94,152458350,Walmart,Northern California
120,62.32,584598491,Walmart,Northern California
121,45.9,189565540,Walmart,Northern California
122,61.34,254804864,Walmart,Northern California
123,24.05,967167461,Walmart,Northern California
124,51.8,749133422,Walmart,Northern California
125,34.06,119616993,Walmart,Northern California
126,19.31,583382498,Walmart,Northern California
127,1.03,499640947,Walmart,Northern California
128,60.02,70124770,Walmart,Northern California
129,41.66,536411687,Walmart,Northern California
130,0.94,604272498,Walmart,Northern California
131,18.67,157966725,Walmart,Northern California
132,22.11,435304991,Walmart,Northern California
133,39.23,883713851,Walmart,Northern California
134,55.36,441404447,Walmart,Northern California
135,49.34,223905761,Walmart,Northern California
136,5.34,551067349,Walmart,Northern California
137,18.97,793865483,Walmart,Northern California
138,27.25,877162041,Walmart,Northern California
139,47.62,549873373,Walmart,Northern California
140,43.25,866416138,Walmart,Northern California
141,63.12,421176959,Walmart,Northern California
142,45.85,690308756,Walmart,Northern California
143,58.31,350639776,Walmart,Northern California
144,48.4,688174297,Walmart,Northern California
145,27.95,654483249,Walmart,Northern California
146,50.45,162356142,Walmart,Northern California
147,61.91,835193761,Walmart,Northern California
148,54.92,801329171,Walmart,Northern California
149,39.44,958194401,Walmart,Northern California
150,54.16,534498710,Walmart,Northern California
151,39.26,441453292,Walmart,Northern California
152,59.52,591915659,Walmart,Northern California
153,54.65,441947799,Walmart,Northern California
154,25.15,399409590,Walmart,Northern California
155,8.37,748626363,Walmart,Northern California
156,54.24,429624919,Walmart,Northern California
157,56.62,305207870,Walmart,Northern California
158,3.82,701377201,Walmart,Northern California
159,23.73,728311671,Walmart,Northern California
160,2.12,375780233,Walmart,Northern California
161,41.21,310210791,Walmart,Northern California
162,56.02,83141336,Walmart,Northern California
163,48.91,791901779,Walmart,Northern California
164,41.42,314205929,Walmart,Northern California
165,15.12,373709792,Walmart,Northern California
166,43.5,74029795,Walmart,Northern California
167,59.9,506238955,Walmart,Northern California
168,12.8,44385546,Walmart,Northern California
169,34.71,240924482,Walmart,Northern California
170,5.62,861024387,Walmart,Northern California
171,44.61,804094528,Walmart,Northern California
172,25.17,856554674,Walmart,Northern California
173,34.94,248544810,Walmart,Northern California
174,33.33,57394222,Walmart,Northern California
175,42.93,414105716,Walmart,Northern California
176,50.76,698731992,Walmart,Northern California
177,48.22,764458897,Walmart,Northern California
178,36.14,66025021,Walmart,Northern California
179,25.96,365630841,Walmart,Northern California
180,54.46,534500231,Walmart,Northern California
181,26.71,966125119,Walmart,Northern California
182,40.42,303748850,Walmart,Northern California
183,59.46,111650456,Walmart,Northern California
184,5.67,16999755,Walmart,Northern California
185,33.03,486482090,Walmart,Northern California
186,13.45,634830299,Walmart,Northern California
187,28.13,488091787,Walmart,Northern California
188,21.15,588225773,Walmart,Northern California
189,40.24,238497653,Walmart,Northern California
190,2.42,200021055,Walmart,Northern California
191,31.37,430094535,Walmart,Northern California
192,33.4,526212256,Walmart,Northern California
193,21.36,557031026,Walmart,Northern California
194,54.52,980150388,Walmart,Northern California
195,36.75,831054514,Walmart,Northern California
196,47.62,965370690,Walmart,Northern California
197,41.96,758967619,Walmart,Northern California
198,55.46,300702726,Walmart,Northern California
199,9.75,768628469,Walmart,Northern California
200,28.55,200282631,Walmart,Northern California
201,12.21,835966795,Walmart,Northern California
202,8.55,21872584,Walmart,Northern California
203,43.73,583814806,Walmart,Northern California
204,13.97,426268457,Walmart,Northern California
205,45.66,865020811,Walmart,Northern California
206,28.43,840138489,Walmart,Northern California
207,7.95,477638150,Walmart,Northern California
208,45.52,938758588,Walmart,Northern California
209,58.36,966807089,Walmart,Northern California
210,28.57,574404121,Walmart,Northern California
211,3.33,69037528,Walmart,Northern California
212,47.33,200809424,Walmart,Northern California
213,55.36,820540489,Walmart,Northern California
214,61.95,377365657,Walmart,Northern California
215,10.3,905792642,Walmart,Northern California
216,3.22,17066659,Walmart,Northern California
217,13.57,952635660,Walmart,Northern California
218,43.15,508453812,Walmart,Northern California
219,25.9,47158754,Walmart,Northern California
220,2.0,285638116,Walmart,Northern California
221,44.11,571419391,Walmart,Northern California
222,41.67,678530217,Walmart,Northern California
223,13.77,387815880,Walmart,Northern California
224,60.66,797375865,Walmart,Northern California
225,24.92,993910240,Walmart,Northern California
226,55.77,298650567,Walmart,Northern California
227,59.1,112817865,Walmart,Northern California
228,39.81,988776021,Walmart,Northern California
229,27.74,23493525,Walmart,Northern California
230,48.01,323385020,Walmart,Northern California
231,57.15,899956196,Walmart,Northern California
232,37.12,529968586,Walmart,Northern California
233,18.2,922747986,Walmart,Northern California
234,35.52,743414051,Walmart,Northern California
235,59.7,295208432,Walmart,Northern California
236,28.33,450309449,Walmart,Northern California
237,62.11,456113225,Walmart,Northern California
238,42.11,808274867,Walmart,Northern California
239,34.04,476935693,Walmart,Northern California
240,30.72,361609713,Walmart,Northern California
241,6.82,311625369,Walmart,Northern California
242,59.67,461128883,Walmart,Northern California
243,17.9,917211564,Walmart,Northern California
244,25.6,627416688,Walmart,Northern California
245,59.91,884354350,Walmart,Northern California
246,60.46,881539712,Walmart,Northern California
247,34.0,299791600,Walmart,Northern California
248,41.45,292740862,Walmart,Northern California
249,8.06,672429356,Walmart,Northern California
250,16.23,306887951,Walmart,Northern California
251,23.4,110497121,Walmart,Northern California
252,26.21,441772088,Walmart,Northern California
253,31.73,764530996,Walmart,Northern California
254,28.51,400625108,Walmart,Northern California
255,45.01,193724353,Walmart,Northern California
256,40.81,383193164,Walmart,Northern California
257,1.77,762004012,Walmart,Northern California
258,26.32,878698622,Walmart,Northern California
259,6.85,643629043,Walmart,Northern California
260,3.16,864093895,Walmart,Northern California
261,8.06,832037986,Walmart,Northern California
262,51.35,887149013,Walmart,Northern California
263,21.36,130186387,Walmart,Northern California
264,34.27,107865183,Walmart,Northern California
265,8.44,16729338,Walmart,Northern California
266,31.15,909199429,Walmart,Northern California
267,18.51,726593797,Walmart,Northern California
268,48.62,275219414,Walmart,Northern California
269,58.06,857067649,Walmart,Northern California
270,53.46,681789308,Walmart,Northern California
271,14.6,762977091,Walmart,Northern California
272,42.61,479749486,Walmart,Northern California
273,54.23,702065059,Walmart,Northern California
274,60.43,616240709,Walmart,Northern California
275,27.97,685715810,Walmart,Northern California
276,27.47,57714338,Walmart,Northern California
277,51.62,565229692,Walmart,Northern California
278,12.34,98164748,Walmart,Northern California
279,59.86,445250129,Walmart,Northern California
280,51.04,971923169,Walmart,Northern California
281,39.95,387431034,Walmart,Northern California
282,28.33,641131808,Walmart,Northern California
283,54.02,845893087,Walmart,Northern California
284,59.97,236677062,Walmart,Northern California
285,26.42,376153383,Walmart,Northern California
286,36.65,542244776,Walmart,Northern California
287,50.4,494020899,Walmart,Northern California
288,35.25,182310151,Walmart,Northern California
289,5.51,68034486,Walmart,Northern California
290,16.03,919110708,Walmart,Northern California
291,63.07,768879663,Walmart,Northern California
292,23.07,827352822,Walmart,Northern California
293,12.44,555531366,Walmart,Northern California
294,58.33,899819893,Walmart,Northern California
295,20.2,744486125,Walmart,Northern California
296,31.34,364526351,Walmart,Northern California
297,7.66,744228999,Walmart,Northern California
298,36.36,637601085,Walmart,Northern California
299,63.07,676268953,Walmart,Northern California
300,48.2,980113553,Walmart,Northern California
301,23.4,569684083,Walmart,Northern California
302,55.56,568256903,Walmart,Northern California
303,39.37,354716417,Walmart,Northern California
304,62.86,158953776,Walmart,Northern California
305,60.84,383815591,Walmart,Northern California
306,6.73,338863686,Walmart,Northern California
307,42.83,321130189,Walmart,Northern California
308,34.22,130358296,Walmart,Northern California
309,8.83,371889838,Walmart,Northern California
310,18.92,870721732,Walmart,Northern California
311,59.22,357064541,Walmart,Northern California
312,30.2,55833407,Walmart,Northern California
313,57.13,15052612,Walmart,Northern California
314,25.11,612864775,Walmart,Northern California
315,11.45,26791818,Walmart,Northern California
316,25.92,360754991,Walmart,Northern California
317,39.6,794251522,Walmart,Northern California
318,2.85,70848410,Walmart,Northern California
319,3.17,541222561,Walmart,Northern California
320,50.63,448330081,Walmart,Northern California
321,10.93,477240979,Walmart,Northern California
322,18.02,931390073,Walmart,Northern California
323,61.61,950498192,Walmart,Northern California
324,53.8,273984951,Walmart,Northern California
325,34.63,614172105,Walmart,Northern California
326,30.14,727229928,Walmart,Northern California
327,35.21,240879755,Walmart,Northern California
328,24.11,739054494,Walmart,Northern California
329,54.97,854689154,Walmart,Northern California
330,39.44,966176819,Walmart,Northern California
331,11.74,849299370,Walmart,Northern California
332,8.71,71726448,Walmart,Northern California
333,15.62,826771870,Walmart,Northern California
334,26.03,549109328,Walmart,Northern California
335,58.24,88576101,Walmart,Northern California
336,45.94,583333446,Walmart,Northern California
337,2.8,86858655,Walmart,Northern California
338,32.7,327660050,Walmart,Northern California
339,22.57,447858500,Walmart,Northern California
340,27.31,507203618,Walmart,Northern California
341,21.87,361981249,Walmart,Northern California
342,19.14,525505777,Walmart,Northern California
343,52.54,22976162,Walmart,Northern California
344,61.55,353626798,Walmart,Northern California
345,3.73,376311065,Walmart,Northern California
346,28.97,154602616,Walmart,Northern California
347,3.35,622287285,Walmart,Northern California
348,38.53,376851918,Walmart,Northern California
349,23.37,690451660,Walmart,Northern California
350,17.11,805082512,Walmart,Northern California
351,43.72,285195716,Walmart,Northern California
352,40.3,44276570,Walmart,Northern California
353,38.76,392781848,Walmart,Northern California
354,36.72,73544548,Walmart,Northern California
355,39.67,614290704,Walmart,Northern California
356,29.12,256779462,Walmart,Northern California
357,45.24,514730047,Walmart,Northern California
358,5.26,649976289,Walmart,Northern California
359,61.81,976976235,Walmart,Northern California
360,53.77,451469731,Walmart,Northern California
361,51.5,789649867,Walmart,Northern California
362,47.16,242743338,Walmart,Northern California
363,15.51,574169049,Walmart,Northern California
364,30.54,416414679,Walmart,Northern California
365,33.64,271202170,Walmart,Northern California
366,21.97,641206219,Walmart,Northern California
367,33.17,783399454,Walmart,Northern California
368,53.87,60912855,Walmart,Northern California
369,23.9,105664025,Walmart,Northern California
370,4.66,864128161,Walmart,Northern California
371,31.93,300970093,Walmart,Northern California
372,39.44,451026029,Walmart,Northern California
373,62.51,160430177,Walmart,Northern California
374,26.71,894764703,Walmart,Northern California
375,13.96,930355523,Walmart,Northern California
376,48.05,690392986,Walmart,Northern California
377,32.26,839680734,Walmart,Northern California
378,31.62,332493471,Walmart,Northern California
379,25.32,627807402,Walmart,Northern California
380,60.73,99830442,Walmart,Northern California
381,32.23,19911643,Walmart,Northern California
382,45.22,340260209,Walmart,Northern California
383,51.7,538783344,Walmart,Northern California
384,20.17,852479948,Walmart,Northern California
385,42.9,152181269,Walmart,Northern California
386,3.14,371212986,Walmart,Northern California
387,50.51,62563085,Walmart,Northern California
388,22.2,944430721,Walmart,Northern California
389,61.84,161076622,Walmart,Northern California
390,16.45,907400779,Walmart,Northern California
391,55.06,486230490,Walmart,Northern California
392,50.55,393028851,Walmart,Northern California
393,23.83,612017146,Walmart,Northern California
394,4.94,778682895,Walmart,Northern California
395,59.3,818139689,Walmart,Northern California
396,32.96,541553073,Walmart,Northern California
397,8.51,555173446,Walmart,Northern California
398,53.8,224558960,Walmart,Northern California
399,4.55,484526970,Walmart,Northern California
400,38.17,301161010,Walmart,Northern California
401,2.05,526328901,Walmart,Northern California
402,32.41,165559469,Walmart,Northern California
403,24.57,645331356,Walmart,Northern California
404,23.34,63494206,Walmart,Northern California
405,31.26,354630366,Walmart,Northern California
406,13.81,77045464,Walmart,Northern California
407,17.55,674159443,Walmart,Northern California
408,18.54,144575642,Walmart,Northern California
409,21.14,124052151,Walmart,Northern California
410,25.12,509056495,Walmart,Northern California
411,55.64,242277190,Walmart,Northern California
412,60.69,26959766,Trader Joes,Northern California
413,33.69,228431403,Trader Joes,Northern California
414,45.39,947534594,Trader Joes,Northern California
415,63.99,99830442,Trader Joes,Northern California
416,50.79,963229417,Trader Joes,Northern California
417,21.49,543464804,Trader Joes,Northern California
418,22.79,106365705,Trader Joes,Northern California
419,3.39,622287285,Trader Joes,Northern California
420,62.39,357064541,Trader Joes,Northern California
421,9.59,27595398,Trader Joes,Northern California
422,28.39,388197861,Trader Joes,Northern California
423,27.09,473279874,Trader Joes,Northern California
424,33.69,375916960,Trader Joes,Northern California
425,44.89,864892235,Trader Joes,Northern California
426,15.39,978164640,Trader Joes,Northern California
427,12.89,835966795,Trader Joes,Northern California
428,5.59,449986246,Trader Joes,Northern California
429,12.19,62068892,Trader Joes,Northern California
430,15.39,762977091,Trader Joes,Northern California
431,30.99,283434497,Trader Joes,Northern California
432,30.49,654081535,Trader Joes,Northern California
433,30.09,400625108,Trader Joes,Northern California
434,25.09,612017146,Trader Joes,Northern California
435,37.09,182310151,Trader Joes,Northern California
436,14.39,581030587,Trader Joes,Northern California
437,48.79,790347148,Trader Joes,Northern California
438,9.99,526069074,Trader Joes,Northern California
439,53.19,246582548,Trader Joes,Northern California
440,34.19,696954302,Trader Joes,Northern California
441,41.29,883713851,Trader Joes,Northern California
442,36.09,698510708,Trader Joes,Northern California
443,55.09,742030365,Trader Joes,Northern California
444,21.49,554043945,Trader Joes,Northern California
445,4.69,484526970,Trader Joes,Northern California
446,45.79,555275616,Trader Joes,Northern California
447,45.09,995745822,Trader Joes,Northern California
448,39.59,460807284,Trader Joes,Northern California
449,59.09,83141336,Trader Joes,Northern California
450,62.49,987411986,Trader Joes,Northern California
451,19.49,726593797,Trader Joes,Northern California
452,5.89,363196884,Trader Joes,Northern California
453,4.59,822316142,Trader Joes,Northern California
454,34.99,915191199,Trader Joes,Northern California
455,32.79,716383928,Trader Joes,Northern California
456,66.49,421176959,Trader Joes,Northern California
457,28.59,186497742,Trader Joes,Northern California
458,23.49,631749882,Trader Joes,Northern California
459,32.49,535286391,Trader Joes,Northern California
460,3.39,906234211,Trader Joes,Northern California
461,26.49,399409590,Trader Joes,Northern California
462,8.79,737000536,Trader Joes,Northern California
463,18.09,896974529,Trader Joes,Northern California
464,64.19,876898615,Trader Joes,Northern California
465,54.59,269161785,Trader Joes,Northern California
466,4.89,864128161,Trader Joes,Northern California
467,65.89,838460068,Trader Joes,Northern California
468,29.69,488091787,Trader Joes,Northern California
469,43.39,854985252,Trader Joes,Northern California
470,16.39,826771870,Trader Joes,Northern California
471,23.19,58785197,Trader Joes,Northern California
472,32.09,416414679,Trader Joes,Northern California
473,26.79,262051609,Trader Joes,Northern California
474,15.39,251180255,Trader Joes,Northern California
475,62.19,582451335,Trader Joes,Northern California
476,52.49,883647960,Trader Joes,Northern California
477,46.09,332996724,Trader Joes,Northern California
478,39.39,658435562,Trader Joes,Northern California
479,41.89,196109651,Trader Joes,Northern California
480,33.39,327470693,Trader Joes,Northern California
481,48.69,174429227,Trader Joes,Northern California
482,53.19,393028851,Trader Joes,Northern California
483,63.69,881539712,Trader Joes,Northern California
484,17.99,418444428,Trader Joes,Northern California
485,14.19,952635660,Trader Joes,Northern California
486,59.69,305207870,Trader Joes,Northern California
487,13.49,44385546,Trader Joes,Northern California
488,8.99,207648093,Trader Joes,Northern California
489,61.29,88576101,Trader Joes,Northern California
490,18.39,674159443,Trader Joes,Northern California
491,22.89,220433295,Trader Joes,Northern California
492,5.89,886012244,Trader Joes,Northern California
493,10.19,768628469,Trader Joes,Northern California
494,19.49,234033889,Trader Joes,Northern California
495,45.39,112509592,Trader Joes,Northern California
496,43.89,700660531,Trader Joes,Northern California
497,60.39,305310988,Trader Joes,Northern California
498,32.59,16900911,Trader Joes,Northern California
499,38.09,122484761,Trader Joes,Northern California
500,57.49,426540728,Trader Joes,Northern California
501,53.79,337353166,Trader Joes,Northern California
502,58.69,124091247,Trader Joes,Northern California
503,36.19,750854309,Trader Joes,Northern California
504,20.79,441168504,Trader Joes,Northern California
505,46.19,311513952,Trader Joes,Northern California
506,6.69,866698043,Trader Joes,Northern California
507,16.09,325260449,Trader Joes,Northern California
508,27.39,437637358,Trader Joes,Northern California
509,30.59,40555797,Trader Joes,Northern California
510,39.59,860167579,Trader Joes,Northern California
511,8.89,760445497,Trader Joes,Northern California
512,63.19,70124770,Trader Joes,Northern California
513,28.89,894150291,Trader Joes,Northern California
514,62.79,461128883,Trader Joes,Northern California
515,37.89,516205909,Trader Joes,Northern California
516,44.79,312588009,Trader Joes,Northern California
517,65.19,421428384,Trader Joes,Northern California
518,11.79,633357974,Trader Joes,Northern California
519,27.79,376153383,Trader Joes,Northern California
520,38.69,73544548,Trader Joes,Northern California
521,57.89,854689154,Trader Joes,Northern California
522,37.79,842968031,Trader Joes,Northern California
523,18.09,635609352,Trader Joes,Northern California
524,21.19,852479948,Trader Joes,Northern California
525,1.09,278739906,Trader Joes,Northern California
526,34.49,327660050,Trader Joes,Northern California
527,41.29,441453292,Trader Joes,Northern California
528,46.09,187405236,Trader Joes,Northern California
529,8.39,234070455,Trader Joes,Northern California
530,65.69,946880003,Trader Joes,Northern California
531,15.09,437172755,Trader Joes,Northern California
532,28.49,265291556,Trader Joes,Northern California
533,17.99,805082512,Trader Joes,Northern California
534,5.89,861024387,Trader Joes,Northern California
535,47.59,52851370,Trader Joes,Northern California
536,14.79,440219593,Trader Joes,Northern California
537,30.09,714768657,Trader Joes,Northern California
538,60.19,899956196,Trader Joes,Northern California
539,62.49,897021614,Trader Joes,Northern California
540,50.69,904714463,Trader Joes,Northern California
541,61.69,533704030,Trader Joes,Northern California
542,3.29,699701113,Trader Joes,Northern California
543,27.39,859607186,Trader Joes,Northern California
544,35.09,325885139,Trader Joes,Northern California
545,47.89,842621232,Trader Joes,Northern California
546,31.79,472559312,Trader Joes,Northern California
547,21.89,677674656,Trader Joes,Northern California
548,27.39,912415151,Trader Joes,Northern California
549,16.29,574169049,Trader Joes,Northern California
550,42.59,509419735,Trader Joes,Northern California
551,9.09,850719150,Trader Joes,Northern California
552,45.39,541944658,Trader Joes,Northern California
553,33.89,839680734,Trader Joes,Northern California
554,6.09,238245641,Trader Joes,Northern California
555,11.99,708247357,Trader Joes,Northern California
556,62.39,65837987,Trader Joes,Northern California
557,57.39,534500231,Trader Joes,Northern California
558,50.89,325836526,Trader Joes,Northern California
559,33.99,19911643,Trader Joes,Northern California
560,44.19,514912132,Trader Joes,Northern California
561,23.09,641206219,Trader Joes,Northern California
562,25.29,967167461,Trader Joes,Northern California
563,37.49,333664376,Trader Joes,Northern California
564,49.89,298558534,Trader Joes,Northern California
565,24.59,711957058,Trader Joes,Northern California
566,50.79,980113553,Trader Joes,Northern California
567,5.89,16999755,Trader Joes,Northern California
568,44.89,479749486,Trader Joes,Northern California
569,16.69,338728090,Trader Joes,Northern California
570,33.39,332493471,Trader Joes,Northern California
571,16.49,470692001,Trader Joes,Northern California
572,3.99,798625113,Trader Joes,Northern California
573,29.39,654483249,Trader Joes,Northern California
574,8.89,16729338,Trader Joes,Northern California
575,2.09,355520088,Trader Joes,Northern California
576,1.29,372268051,Trader Joes,Northern California
577,53.79,477539026,Trader Joes,Northern California
578,62.49,818139689,Trader Joes,Northern California
579,47.29,783899410,Trader Joes,Northern California
580,40.69,774342015,Trader Joes,Northern California
581,12.99,69584995,Trader Joes,Northern California
582,23.29,435304991,Trader Joes,Northern California
583,0.69,198082596,Trader Joes,Northern California
584,23.59,118708197,Trader Joes,Northern California
585,22.39,127821311,Trader Joes,Northern California
586,13.09,555531366,Trader Joes,Northern California
587,10.09,821096485,Trader Joes,Northern California
588,5.79,846637828,Trader Joes,Northern California
589,65.39,269567447,Trader Joes,Northern California
590,60.59,432934258,Trader Joes,Northern California
591,55.09,685061388,Trader Joes,Northern California
592,56.29,681789308,Trader Joes,Northern California
593,30.69,256779462,Trader Joes,Northern California
594,39.79,291765113,Trader Joes,Northern California
595,64.09,383815591,Trader Joes,Northern California
596,3.39,421047592,Trader Joes,Northern California
597,31.09,503341824,Trader Joes,Northern California
598,40.89,645118810,Trader Joes,Northern California
599,33.29,142252924,Trader Joes,Northern California
600,31.89,45824749,Trader Joes,Northern California
601,0.99,499640947,Trader Joes,Northern California
602,39.99,920526931,Trader Joes,Northern California
603,9.09,489000444,Trader Joes,Northern California
604,46.09,583814806,Trader Joes,Northern California
605,43.69,842306029,Trader Joes,Northern California
606,40.49,998831540,Trader Joes,Northern California
607,4.89,488377803,Trader Joes,Northern California
608,50.99,688174297,Trader Joes,Northern California
609,5.69,659422945,Trader Joes,Northern California
610,24.69,569684083,Trader Joes,Northern California
611,62.29,917901226,Trader Joes,Northern California
612,3.69,924190396,Trader Joes,Northern California
613,52.49,177925497,Trader Joes,Northern California
614,58.49,568256903,Trader Joes,Northern California
615,5.19,778682895,Trader Joes,Northern California
616,1.49,509116779,Trader Joes,Northern California
617,15.19,663501723,Trader Joes,Northern California
618,63.49,945973686,Trader Joes,Northern California
619,3.49,44053660,Trader Joes,Northern California
620,62.89,27866264,Trader Joes,Northern California
621,65.59,492209870,Trader Joes,Northern California
622,45.39,508453812,Trader Joes,Northern California
623,49.59,895637329,Trader Joes,Northern California
624,56.39,200253393,Trader Joes,Northern California
625,15.19,456975266,Trader Joes,Northern California
626,27.69,311693284,Trader Joes,Northern California
627,50.79,764458897,Trader Joes,Northern California
628,36.29,977134983,Trader Joes,Northern California
629,10.69,565170341,Trader Joes,Northern California
630,25.79,700041439,Trader Joes,Northern California
631,56.79,932170886,Trader Joes,Northern California
632,32.99,430094535,Trader Joes,Northern California
633,22.59,912873332,Trader Joes,Northern California
634,43.69,856365324,Trader Joes,Northern California
635,50.79,870595943,Trader Joes,Northern California
636,27.39,549109328,Trader Joes,Northern California
637,30.49,154602616,Trader Joes,Northern California
638,37.69,373656227,Trader Joes,Northern California
639,56.99,534498710,Trader Joes,Northern California
640,21.69,517769564,Trader Joes,Northern California
641,5.09,266112120,Trader Joes,Northern California
642,50.09,581614281,Trader Joes,Northern California
643,40.99,161725486,Trader Joes,Northern California
644,21.69,585091176,Trader Joes,Northern California
645,7.89,157129774,Trader Joes,Northern California
646,51.19,59479815,Trader Joes,Northern California
647,13.29,218958254,Trader Joes,Northern California
648,58.69,881311707,Trader Joes,Northern California
649,11.89,702239031,Trader Joes,Northern California
650,54.99,388544851,Trader Joes,Northern California
651,42.59,757501813,Trader Joes,Northern California
652,63.09,193736714,Trader Joes,Northern California
653,12.09,994344572,Trader Joes,Northern California
654,40.89,848280790,Trader Joes,Northern California
655,30.29,808976577,Trader Joes,Northern California
656,21.19,927693101,Trader Joes,Northern California
657,32.79,909199429,Trader Joes,Northern California
658,2.19,60168857,Trader Joes,Northern California
659,24.29,896138462,Trader Joes,Northern California
660,56.59,451469731,Trader Joes,Northern California
661,57.49,849425547,Trader Joes,Northern California
662,23.49,277394644,Trader Joes,Northern California
663,27.09,126967843,Trader Joes,Northern California
664,53.19,394331468,Trader Joes,Northern California
665,57.59,299905463,Trader Joes,Northern California
666,58.69,298650567,Trader Joes,Northern California
667,16.59,650943158,Trader Joes,Northern California
668,44.19,769464973,Trader Joes,Northern California
669,20.79,928259579,Trader Joes,Northern California
670,12.99,98164748,Trader Joes,Northern California
671,7.19,514805290,Trader Joes,Northern California
